Club,Player,Age,Pos,Club Involved,Fee,Transfer Movement,League Name,Year
Ajax Amsterdam,Winston Bogarde,23,CB,Sparta Rotterdam,€1.00m,In,eredivisie,1994
Ajax Amsterdam,Fred Grim,28,GK,Cambuur-Leeuwarden bvo,€341k,In,eredivisie,1994
Ajax Amsterdam,Michel Kreek,23,LB,Calcio Padova,€909k,Out,eredivisie,1994
Ajax Amsterdam,André Ooijer,19,CB,FC Volendam,loan transfer,Out,eredivisie,1994
Ajax Amsterdam,Dries Boussatta,21,RW,HFC Haarlem,?,Out,eredivisie,1994
Ajax Amsterdam,Dan Petersen,22,CF,AS Monaco,?,Out,eredivisie,1994
Ajax Amsterdam,Stanley Menzo,30,GK,PSV Eindhoven,?,Out,eredivisie,1994
Ajax Amsterdam,Stefan Pettersson,31,CF,IFK Göteborg,?,Out,eredivisie,1994
Ajax Amsterdam,Dennis van de Poll,23,GK,HFC Haarlem,?,Out,eredivisie,1994
Ajax Amsterdam,Donny Huysen,20,Attack,HFC Haarlem,loan transfer,Out,eredivisie,1994
Dordrecht'90,Ronald Hoop,27,Attack,SC Telstar,?,In,eredivisie,1994
Dordrecht'90,Adri van Tiggelen,37,LB,PSV Eindhoven,?,In,eredivisie,1994
Dordrecht'90,Michel Valke,34,LM,Sparta Rotterdam,?,In,eredivisie,1994
Dordrecht'90,Peter Heijstek,20,Midfield,DFC Dordrecht,?,In,eredivisie,1994
Dordrecht'90,Peter van der Kwaak,25,GK,Unknown,?,In,eredivisie,1994
Dordrecht'90,Benny Gall,23,GK,Brönshöj Boldklub,?,In,eredivisie,1994
Dordrecht'90,Lars Brögger,24,AM,Fortuna Düsseldorf,loan transfer,In,eredivisie,1994
Dordrecht'90,Bobby Petta,19,LM,RKC Waalwijk,free transfer,Out,eredivisie,1994
Dordrecht'90,Joop Hiele,35,GK,Go Ahead Eagles,?,Out,eredivisie,1994
Dordrecht'90,Virgil Breetveld,26,CF,De Graafschap Doetinchem,?,Out,eredivisie,1994
Dordrecht'90,Ries Fok,25,Midfield,Kozakken Boys,?,Out,eredivisie,1994
Dordrecht'90,Olaf Schaap,23,Midfield,NAC Breda,?,Out,eredivisie,1994
Dordrecht'90,Robin Schmidt,29,Attack,SuS Stadtlohn,?,Out,eredivisie,1994
Dordrecht'90,John van Gastel,20,Midfield,Unknown,?,Out,eredivisie,1994
Dordrecht'90,Ricardo de Jongh,25,GK,   Retired,-,Out,eredivisie,1994
Dordrecht'90,Patrick Pothuizen,22,CB,Vitesse Arnhem,"End of loan Jun 30, 1994",Out,eredivisie,1994
Feyenoord Rotterdam,Bernard Schuiteman,21,CB,Bayer 04 Leverkusen,€750k,In,eredivisie,1994
Feyenoord Rotterdam,Denis Klyuev,21,CM,Dinamo Moscow,?,In,eredivisie,1994
Feyenoord Rotterdam,Gláucio,19,AM,Portuguesa,?,In,eredivisie,1994
Feyenoord Rotterdam,Lloyd Kammeron,22,CF,Go Ahead Eagles,free transfer,Out,eredivisie,1994
Feyenoord Rotterdam,Bjarki Gunnlaugsson,21,AM,1.FC Nuremberg,?,Out,eredivisie,1994
Feyenoord Rotterdam,Arnar Gunnlaugsson,21,RW,1.FC Nuremberg,?,Out,eredivisie,1994
Feyenoord Rotterdam,Dean Gorré,24,RW,FC Groningen,?,Out,eredivisie,1994
Feyenoord Rotterdam,Wessel Weezenberg,25,Midfield,Unknown,?,Out,eredivisie,1994
Feyenoord Rotterdam,John van Loen,29,CF,Sanfrecce Hiroshima,loan transfer,Out,eredivisie,1994
Feyenoord Rotterdam,Michael Obiku,25,CF,Helsingborgs IF,loan transfer,Out,eredivisie,1994
Feyenoord Rotterdam,John Metgod,36,SW,   Retired,-,Out,eredivisie,1994
Go Ahead Eagles,Harry Decheiver,24,CF,RKC Waalwijk,€750k,In,eredivisie,1994
Go Ahead Eagles,Lloyd Kammeron,22,CF,Feyenoord Rotterdam,free transfer,In,eredivisie,1994
Go Ahead Eagles,Joop Hiele,35,GK,Dordrecht'90,?,In,eredivisie,1994
Go Ahead Eagles,Marcel Valk,27,RM,RKC Waalwijk,?,In,eredivisie,1994
Go Ahead Eagles,Jack de Gier,25,CF,Cambuur-Leeuwarden bvo,?,In,eredivisie,1994
Go Ahead Eagles,Bert Verhagen,27,CB,Willem II Tilburg,?,In,eredivisie,1994
Go Ahead Eagles,Jason van Blerk,26,LM,Millwall FC,€334k,Out,eredivisie,1994
Go Ahead Eagles,Paul Bosvelt,24,DM,Twente Enschede FC,€200k,Out,eredivisie,1994
Go Ahead Eagles,Erwin Looms,20,CF,PH Almelo,free transfer,Out,eredivisie,1994
Go Ahead Eagles,Gijs Steinmann,33,Defence,Unknown,?,Out,eredivisie,1994
Go Ahead Eagles,Niels Creutzburg,19,DM,FC Utrecht,?,Out,eredivisie,1994
Go Ahead Eagles,Edwin Overmars,23,Attack,SC Heracles '74,?,Out,eredivisie,1994
Go Ahead Eagles,Bas Martron,22,Midfield,KVV Quick '20,?,Out,eredivisie,1994
Go Ahead Eagles,Berry Huizing,19,Attack,SC Heracles '74,?,Out,eredivisie,1994
Go Ahead Eagles,Peter Rufai,30,GK,SC Farense,?,Out,eredivisie,1994
Go Ahead Eagles,Alfred Knippenberg,24,AM,VVV,loan transfer,Out,eredivisie,1994
Go Ahead Eagles,Lloyd Kammeron,22,CF,Feyenoord Rotterdam,"End of loan Jun 30, 1994",Out,eredivisie,1994
Go Ahead Eagles,Donny Huysen,20,Attack,Ajax Amsterdam,"End of loan Jun 30, 1994",Out,eredivisie,1994
FC Groningen,Mariano Bombarda,21,CF,ACV Assen,free transfer,In,eredivisie,1994
FC Groningen,Dick Schreuder,22,DM,Sparta Rotterdam,free transfer,In,eredivisie,1994
FC Groningen,Erwin Koeman,32,LM,PSV Eindhoven,?,In,eredivisie,1994
FC Groningen,Jussi Nuorela,20,CB,FC Haka,?,In,eredivisie,1994
FC Groningen,Maarten de Jong,32,Midfield,SC Heerenveen,?,In,eredivisie,1994
FC Groningen,Gian Paolo Assorgia,22,Midfield,SC Veendam,?,In,eredivisie,1994
FC Groningen,Arafath Heuvel,18,LW,Unknown,?,In,eredivisie,1994
FC Groningen,Romano Sion,23,CF,RBC,?,In,eredivisie,1994
FC Groningen,Marcel Boudesteyn,22,Midfield,Excelsior Rotterdam,?,In,eredivisie,1994
FC Groningen,Dean Gorré,24,RW,Feyenoord Rotterdam,?,In,eredivisie,1994
FC Groningen,Dick Kooijman,21,DM,SC Heracles '74,?,In,eredivisie,1994
FC Groningen,Arjan Blaauw,20,Midfield,SBV Emmen,?,In,eredivisie,1994
FC Groningen,Raymond Beerens,22,RB,MVV Maastricht,?,In,eredivisie,1994
FC Groningen,Rick Slor,22,RB,SC Veendam,free transfer,Out,eredivisie,1994
FC Groningen,Steven Gonesh,20,Attack,VV Oosterparkers,?,Out,eredivisie,1994
FC Groningen,Jos Roossien,33,LM,VV Roden,?,Out,eredivisie,1994
FC Groningen,Grafton Holband,29,Midfield,Unknown,?,Out,eredivisie,1994
FC Groningen,Ulrich Wilson,30,LB,FC Volendam,?,Out,eredivisie,1994
FC Groningen,Milko Gjurovski,31,Attack,Nîmes Olympique,?,Out,eredivisie,1994
FC Groningen,Berthil ter Avest,23,LM,Twente Enschede FC,?,Out,eredivisie,1994
FC Groningen,Martin van Duren,29,RW,FC Basel 1893,?,Out,eredivisie,1994
FC Groningen,Dick Kooijman,22,DM,AZ Alkmaar,?,Out,eredivisie,1994
FC Groningen,Edwin Olde Riekerink,32,Midfield,   Retired,-,Out,eredivisie,1994
FC Groningen,Michael Reiziger,21,RB,Ajax Amsterdam,"End of loan Jun 30, 1994",Out,eredivisie,1994
FC Groningen,Ernest Faber,22,CB,PSV Eindhoven,"End of loan Jun 30, 1994",Out,eredivisie,1994
SC Heerenveen,Tom Sier,24,LB,FC Volendam,€227k,In,eredivisie,1994
SC Heerenveen,Melchior Schoenmakers,18,CB,SV Omhoog,free transfer,In,eredivisie,1994
SC Heerenveen,Jon Dahl Tomasson,17,CF,Köge Boldklub,free transfer,In,eredivisie,1994
SC Heerenveen,Hennie Meijer,32,CF,Cambuur-Leeuwarden bvo,?,In,eredivisie,1994
SC Heerenveen,Alex Pastoor,28,Midfield,FC Volendam,?,In,eredivisie,1994
SC Heerenveen,Pieter Bijl,29,CM,FC Utrecht,?,In,eredivisie,1994
SC Heerenveen,Prince Polley,25,CF,Twente Enschede FC,?,In,eredivisie,1994
SC Heerenveen,Wilco Hellinga,23,Midfield,Germinal Ekeren,free transfer,Out,eredivisie,1994
SC Heerenveen,Edwin Huizinga,23,Midfield,SBV Emmen,?,Out,eredivisie,1994
SC Heerenveen,Maarten de Jong,32,Midfield,FC Groningen,?,Out,eredivisie,1994
SC Heerenveen,Erik ten Voorde,26,Midfield,SC Heracles '74,?,Out,eredivisie,1994
SC Heerenveen,Gerrie Schaap,29,Midfield,TOP Oss,?,Out,eredivisie,1994
SC Heerenveen,Bert Zuurman,21,CF,SC Veendam,loan transfer,Out,eredivisie,1994
SC Heerenveen,Gertjan Verbeek,31,Defence,   Retired,-,Out,eredivisie,1994
SC Heerenveen,Antoon Kuil,24,Midfield,   Retired,-,Out,eredivisie,1994
MVV Maastricht,Rein van Duijnhoven,26,GK,Helmond Sport,free transfer,In,eredivisie,1994
MVV Maastricht,Roberto Straal,27,CB,Vitesse Arnhem,?,In,eredivisie,1994
MVV Maastricht,Sjoerd Sanders,20,Defence,PSV Eindhoven U21,?,In,eredivisie,1994
MVV Maastricht,Raymond Beerens,22,RB,FC Groningen,?,Out,eredivisie,1994
MVV Maastricht,Mark Verhoeven,24,RB,NEC Nijmegen,?,Out,eredivisie,1994
MVV Maastricht,Hans Linders,31,Defence,   Retired,-,Out,eredivisie,1994
MVV Maastricht,Dirk-Jan Derksen,22,CF,Roda JC Kerkrade,"End of loan Jun 30, 1994",Out,eredivisie,1994
NAC Breda,Jan Gaasbeek,31,Midfield,Twente Enschede FC,free transfer,In,eredivisie,1994
NAC Breda,Kees van Wonderen,25,CB,NEC Nijmegen,?,In,eredivisie,1994
NAC Breda,Paul Janssen,22,Defence,Fortuna Sittard,?,In,eredivisie,1994
NAC Breda,Olaf Schaap,23,Midfield,Dordrecht'90,?,In,eredivisie,1994
NAC Breda,François Gesthuizen,21,RM,PSV Eindhoven,?,In,eredivisie,1994
NAC Breda,Yassine Abdellaoui,19,LM,Willem II Tilburg,,In,eredivisie,1994
NAC Breda,Pierre van Hooijdonk,25,CF,Celtic FC,€1.70m,Out,eredivisie,1994
NAC Breda,Ton van Bremen,26,Defence,Excelsior Rotterdam,?,Out,eredivisie,1994
NAC Breda,François Gesthuizen,21,RM,PSV Eindhoven,"End of loan Jun 30, 1994",Out,eredivisie,1994
NEC Nijmegen,Juan Viedma,19,LB,Ajax Amsterdam U19,free transfer,In,eredivisie,1994
NEC Nijmegen,Patrick Pothuizen,22,CB,Vitesse Arnhem,free transfer,In,eredivisie,1994
NEC Nijmegen,Mark Verhoeven,24,RB,MVV Maastricht,?,In,eredivisie,1994
NEC Nijmegen,Emiel van Eijkeren,26,Attack,FC Den Haag,?,In,eredivisie,1994
NEC Nijmegen,Ejo Elburg,31,GK,V en AV PAX Hengelo,?,In,eredivisie,1994
NEC Nijmegen,Bas Hendriks,17,Midfield,Unknown,?,In,eredivisie,1994
NEC Nijmegen,Lodewijk van der Heijden,17,Midfield,Unknown,?,In,eredivisie,1994
NEC Nijmegen,Michael Dikken,26,LB,SC Heracles '74,?,In,eredivisie,1994
NEC Nijmegen,Anton Janssen,30,LM,Fortuna Sittard,?,In,eredivisie,1994
NEC Nijmegen,Patrick van Diemen,22,DM,AZ Alkmaar,?,In,eredivisie,1994
NEC Nijmegen,John Hoeks,24,CF,FC Erzgebirge Aue,?,Out,eredivisie,1994
NEC Nijmegen,Kees van Wonderen,25,CB,NAC Breda,?,Out,eredivisie,1994
NEC Nijmegen,Chiel Burgers,18,CF,Unknown,?,Out,eredivisie,1994
NEC Nijmegen,Bennie Dekker,27,RW,AZ Alkmaar,?,Out,eredivisie,1994
NEC Nijmegen,Frank Wijnhoven,31,CM,De Graafschap Doetinchem,?,Out,eredivisie,1994
NEC Nijmegen,Marcel Neijenhuis,20,LB,Unknown,?,Out,eredivisie,1994
NEC Nijmegen,Chris van der Weerden,21,RB,Vitesse Arnhem,?,Out,eredivisie,1994
NEC Nijmegen,Frans Paymans,33,CB,   Retired,-,Out,eredivisie,1994
NEC Nijmegen,Jan Geert Wagenaar,25,GK,   Career break,-,Out,eredivisie,1994
NEC Nijmegen,Marco de Jong,22,Defence,PSV Eindhoven,"End of loan Jun 1, 1994",Out,eredivisie,1994
PSV Eindhoven,Ronaldo,17,CF,Cruzeiro Esporte Clube,€5.48m,In,eredivisie,1994
PSV Eindhoven,Vampeta,20,CM,Esporte Clube Vitória,€3.00m,In,eredivisie,1994
PSV Eindhoven,Luc Nilis,27,CF,RSC Anderlecht,€2.50m,In,eredivisie,1994
PSV Eindhoven,Ronald Waterreus,23,GK,Roda JC Kerkrade,free transfer,In,eredivisie,1994
PSV Eindhoven,Eidur Gudjohnsen,16,CF,Valur Reykjavík,free transfer,In,eredivisie,1994
PSV Eindhoven,Stan Valckx,31,CB,Sporting CP,?,In,eredivisie,1994
PSV Eindhoven,Stanley Menzo,30,GK,Ajax Amsterdam,?,In,eredivisie,1994
PSV Eindhoven,Boudewijn Pahlplatz,22,Attack,Twente Enschede FC,?,In,eredivisie,1994
PSV Eindhoven,Marciano Vink,23,DM,Genoa 1893,?,In,eredivisie,1994
PSV Eindhoven,Gheorghe Popescu,26,CB,Tottenham Hotspur,€2.90m,Out,eredivisie,1994
PSV Eindhoven,Juul Ellerman,28,CF,Twente Enschede FC,€450k,Out,eredivisie,1994
PSV Eindhoven,Jan Heintze,30,LB,Bayer 05 Uerdingen,free transfer,Out,eredivisie,1994
PSV Eindhoven,Nii Lamptey,19,AM,Aston Villa,free transfer,Out,eredivisie,1994
PSV Eindhoven,Jerry de Jong,29,RB,SM Caen,?,Out,eredivisie,1994
PSV Eindhoven,François Gesthuizen,21,RM,NAC Breda,?,Out,eredivisie,1994
PSV Eindhoven,Berry van Aerle,31,RB,Helmond Sport,?,Out,eredivisie,1994
PSV Eindhoven,Adri van Tiggelen,37,LB,Dordrecht'90,?,Out,eredivisie,1994
PSV Eindhoven,Roberto Verhagen,21,Defence,SC Telstar,?,Out,eredivisie,1994
PSV Eindhoven,Erwin Koeman,32,LM,FC Groningen,?,Out,eredivisie,1994
PSV Eindhoven,Klas Ingesson,25,DM,Sheffield Wednesday,?,Out,eredivisie,1994
PSV Eindhoven,Marco de Jong,22,Defence,TOP Oss,?,Out,eredivisie,1994
PSV Eindhoven,Kalusha Bwalya,30,CF,CF América,?,Out,eredivisie,1994
PSV Eindhoven,Edwin van Ankeren,25,RW,KSC Eendracht Aalst,?,Out,eredivisie,1994
PSV Eindhoven,Mitchell van der Gaag,23,CB,Motherwell FC,?,Out,eredivisie,1994
PSV Eindhoven,Thomas Thorninger,21,CF,Aarhus GF,?,Out,eredivisie,1994
PSV Eindhoven,Wim de Ron,24,GK,Cambuur-Leeuwarden bvo,?,Out,eredivisie,1994
PSV Eindhoven,Vampeta,20,CM,VVV,loan transfer,Out,eredivisie,1994
PSV Eindhoven,Edwin Hermans,20,LB,FC Volendam,loan transfer,Out,eredivisie,1994
PSV Eindhoven,Hans van Breukelen,37,GK,   Retired,-,Out,eredivisie,1994
PSV Eindhoven,Wim Kieft,31,CF,   Retired,-,Out,eredivisie,1994
RKC Waalwijk,Bobby Petta,19,LM,Dordrecht'90,free transfer,In,eredivisie,1994
RKC Waalwijk,Yuriy Petrov,19,CF,Lokomotiv Moscow,free transfer,In,eredivisie,1994
RKC Waalwijk,Hans van Arum,28,CF,Willem II Tilburg,?,In,eredivisie,1994
RKC Waalwijk,Patrick Vervoort,29,LM,Standard Liège,?,In,eredivisie,1994
RKC Waalwijk,Erik ten Hag,24,CB,Twente Enschede FC,?,In,eredivisie,1994
RKC Waalwijk,Zeljko Petrovic,28,RB,FC Den Bosch,?,In,eredivisie,1994
RKC Waalwijk,Danny Muller,24,AM,Standard Liège,loan transfer,In,eredivisie,1994
RKC Waalwijk,Harry Decheiver,24,CF,Go Ahead Eagles,€750k,Out,eredivisie,1994
RKC Waalwijk,Marco Boogers,27,CF,Sparta Rotterdam,€440k,Out,eredivisie,1994
RKC Waalwijk,Evert-Jan Eikenhout,23,RB,VV Veere,?,Out,eredivisie,1994
RKC Waalwijk,Paul Nortan,31,Defence,TOP Oss,?,Out,eredivisie,1994
RKC Waalwijk,Marcel Valk,27,RM,Go Ahead Eagles,?,Out,eredivisie,1994
RKC Waalwijk,André Hoekstra,32,RM,   Retired,-,Out,eredivisie,1994
RKC Waalwijk,Jos van Herpen,32,SW,   Retired,-,Out,eredivisie,1994
RKC Waalwijk,Herman Teeuwen,35,GK,   Retired,-,Out,eredivisie,1994
RKC Waalwijk,Giovanni van Bronckhorst,19,LB,Feyenoord Rotterdam,"End of loan Jun 30, 1994",Out,eredivisie,1994
RKC Waalwijk,Patrick Peelen,25,Midfield,FC Den Bosch,,Out,eredivisie,1994
Roda JC Kerkrade,Tomasz Iwan,23,RM,Warta Poznan,free transfer,In,eredivisie,1994
Roda JC Kerkrade,Johan de Kock,29,CB,FC Utrecht,?,In,eredivisie,1994
Roda JC Kerkrade,Danny Hesp,24,CB,TOP Oss,?,In,eredivisie,1994
Roda JC Kerkrade,Maurice Graef,24,CF,VVV,?,In,eredivisie,1994
Roda JC Kerkrade,Ruud Hesp,28,GK,Fortuna Sittard,?,In,eredivisie,1994
Roda JC Kerkrade,Raymond Atteveld,27,CB,KSV Waregem (- 2001),?,In,eredivisie,1994
Roda JC Kerkrade,Peter Hofstede,27,CF,FC Utrecht,€318k,Out,eredivisie,1994
Roda JC Kerkrade,Ronald Waterreus,23,GK,PSV Eindhoven,free transfer,Out,eredivisie,1994
Roda JC Kerkrade,David Nascimento,28,CB,FC Utrecht,free transfer,Out,eredivisie,1994
Roda JC Kerkrade,Arkadiusz Kaliszan,21,DM,Warta Poznan,?,Out,eredivisie,1994
Roda JC Kerkrade,Michel Haan,27,Attack,Unknown,?,Out,eredivisie,1994
Roda JC Kerkrade,Berni Romero,25,Midfield,Germania Teveren,?,Out,eredivisie,1994
Roda JC Kerkrade,René Trost,29,LB,VVV,loan transfer,Out,eredivisie,1994
Roda JC Kerkrade,Michel Broeders,26,Defence,   Retired,-,Out,eredivisie,1994
Sparta Rotterdam,Marco Boogers,27,CF,RKC Waalwijk,€440k,In,eredivisie,1994
Sparta Rotterdam,Maikel Renfurm,17,RW,Unknown,?,In,eredivisie,1994
Sparta Rotterdam,Alfons Groenendijk,30,DM,Manchester City,?,In,eredivisie,1994
Sparta Rotterdam,Ricardo Darsan,18,Defence,Unknown,?,In,eredivisie,1994
Sparta Rotterdam,Gilbert Taument,25,Midfield,Excelsior Rotterdam,?,In,eredivisie,1994
Sparta Rotterdam,Edgar van de Roer,22,CF,Unknown,?,In,eredivisie,1994
Sparta Rotterdam,Winston Bogarde,23,CB,Ajax Amsterdam,€1.00m,Out,eredivisie,1994
Sparta Rotterdam,Dick Schreuder,22,DM,FC Groningen,free transfer,Out,eredivisie,1994
Sparta Rotterdam,Michel Valke,34,LM,Dordrecht'90,?,Out,eredivisie,1994
Sparta Rotterdam,Patrick van Leeuwen,24,Midfield,Helmond Sport,?,Out,eredivisie,1994
Sparta Rotterdam,Adilson Ben David Dos Santos,20,CF,SC Eindhoven,loan transfer,Out,eredivisie,1994
Sparta Rotterdam,René Klomp,19,DM,PSV Eindhoven,"End of loan Jun 30, 1994",Out,eredivisie,1994
Twente Enschede FC,Juul Ellerman,28,CF,PSV Eindhoven,€450k,In,eredivisie,1994
Twente Enschede FC,Paul Bosvelt,24,DM,Go Ahead Eagles,€200k,In,eredivisie,1994
Twente Enschede FC,Berthil ter Avest,23,LM,FC Groningen,?,In,eredivisie,1994
Twente Enschede FC,Erwin Leurink,21,Defence,SC Heracles '74,free transfer,Out,eredivisie,1994
Twente Enschede FC,Jan Gaasbeek,31,Midfield,NAC Breda,free transfer,Out,eredivisie,1994
Twente Enschede FC,Arno Arts,25,CM,Cambuur-Leeuwarden bvo,?,Out,eredivisie,1994
Twente Enschede FC,Gerald Sibon,20,CF,VVV,?,Out,eredivisie,1994
Twente Enschede FC,Erik ten Hag,24,CB,RKC Waalwijk,?,Out,eredivisie,1994
Twente Enschede FC,Boudewijn Pahlplatz,22,Attack,PSV Eindhoven,?,Out,eredivisie,1994
Twente Enschede FC,Edwin Hilgerink,22,Defence,SC Heracles '74,?,Out,eredivisie,1994
Twente Enschede FC,Prince Polley,25,CF,SC Heerenveen,?,Out,eredivisie,1994
FC Utrecht,Peter Hofstede,27,CF,Roda JC Kerkrade,€318k,In,eredivisie,1994
FC Utrecht,Foeke Booy,32,CF,KAA Gent,€182k,In,eredivisie,1994
FC Utrecht,David Nascimento,28,CB,Roda JC Kerkrade,free transfer,In,eredivisie,1994
FC Utrecht,René Ponk,22,GK,DRC Amsterdam,free transfer,In,eredivisie,1994
FC Utrecht,Carlos Hasselbaink,25,Attack,VVV,?,In,eredivisie,1994
FC Utrecht,Elroy Asmus,20,RB,Kozakken Boys,?,In,eredivisie,1994
FC Utrecht,Edwin Gorter,30,AM,KFC Lommel SK (- 2003),?,In,eredivisie,1994
FC Utrecht,Niels Creutzburg,19,DM,Go Ahead Eagles,?,In,eredivisie,1994
FC Utrecht,Erik Mykland,23,CM,IK Start,loan transfer,In,eredivisie,1994
FC Utrecht,Johan de Kock,29,CB,Roda JC Kerkrade,?,Out,eredivisie,1994
FC Utrecht,Robert Roest,24,CB,KSK Beveren (- 2010),?,Out,eredivisie,1994
FC Utrecht,Pieter Bijl,29,CM,SC Heerenveen,?,Out,eredivisie,1994
FC Utrecht,Willem van der Ark,30,CF,Cambuur-Leeuwarden bvo,?,Out,eredivisie,1994
FC Utrecht,Etienne Kelders,27,Attack,Unknown,?,Out,eredivisie,1994
FC Utrecht,Erik Mykland,23,CM,IK Start,"End of loan Feb 28, 1995",Out,eredivisie,1994
Vitesse Arnhem,Theo ten Caat,29,AM,Aberdeen FC,€127k,In,eredivisie,1994
Vitesse Arnhem,Chris van der Weerden,21,RB,NEC Nijmegen,?,In,eredivisie,1994
Vitesse Arnhem,Ante Mise,27,DM,HNK Hajduk Split,?,In,eredivisie,1994
Vitesse Arnhem,Dejan Curovic,25,CF,FK Partizan Belgrade,?,In,eredivisie,1994
Vitesse Arnhem,Patrick Pothuizen,22,CB,NEC Nijmegen,free transfer,Out,eredivisie,1994
Vitesse Arnhem,Roberto Straal,27,CB,MVV Maastricht,?,Out,eredivisie,1994
Vitesse Arnhem,Hans Gillhaus,31,CF,Gamba Osaka,?,Out,eredivisie,1994
Vitesse Arnhem,Glenn Helder,26,LW,Arsenal FC,?,Out,eredivisie,1994
Vitesse Arnhem,Saïd Larossi,21,Defence,SBV Emmen,?,Out,eredivisie,1994
Vitesse Arnhem,René Eijer,31,LM,   Retired,-,Out,eredivisie,1994
FC Volendam,André Ooijer,19,CB,Ajax Amsterdam,loan transfer,In,eredivisie,1994
FC Volendam,Ulrich Wilson,30,LB,FC Groningen,?,In,eredivisie,1994
FC Volendam,Rogier Hoogland,19,Defence,Unknown,?,In,eredivisie,1994
FC Volendam,Jacintho Mormon,19,Attack,Unknown,?,In,eredivisie,1994
FC Volendam,Edwin Hermans,20,LB,PSV Eindhoven,loan transfer,In,eredivisie,1994
FC Volendam,Tom Sier,24,LB,SC Heerenveen,€227k,Out,eredivisie,1994
FC Volendam,Fabian de Freitas,21,Attack,Bolton Wanderers,?,Out,eredivisie,1994
FC Volendam,Alex Pastoor,28,Midfield,SC Heerenveen,?,Out,eredivisie,1994
Willem II Tilburg,Danny Blankers,17,Midfield,Unknown,?,In,eredivisie,1994
Willem II Tilburg,Ronald Rombouts,19,Midfield,Unknown,?,In,eredivisie,1994
Willem II Tilburg,Bart Griemink,22,GK,VV WKE Emmen,free transfer,Out,eredivisie,1994
Willem II Tilburg,Bert Verhagen,27,CB,Go Ahead Eagles,?,Out,eredivisie,1994
Willem II Tilburg,Hans van Arum,28,CF,RKC Waalwijk,?,Out,eredivisie,1994
Willem II Tilburg,Yassine Abdellaoui,19,LM,NAC Breda,,Out,eredivisie,1994
Ajax Amsterdam,Peter Hoekstra,22,LW,PSV Eindhoven,€2.25m,In,eredivisie,1995
Ajax Amsterdam,Richard Witschge,25,CM,FC Girondins Bordeaux,€1.20m,In,eredivisie,1995
Ajax Amsterdam,Chris Kanu,16,RB,Eagle Cement,free transfer,In,eredivisie,1995
Ajax Amsterdam,Hayden Foxe,18,CB,FFA Centre of Excellence (- 2017),free transfer,In,eredivisie,1995
Ajax Amsterdam,Márcio Santos,25,CB,AC Fiorentina,?,In,eredivisie,1995
Ajax Amsterdam,Arnold Scholten,32,DM,Feyenoord Rotterdam,?,In,eredivisie,1995
Ajax Amsterdam,Clarence Seedorf,19,CM,UC Sampdoria,€3.62m,Out,eredivisie,1995
Ajax Amsterdam,Tarik Oulida,21,LM,Sevilla FC,€1.08m,Out,eredivisie,1995
Ajax Amsterdam,André Ooijer,20,CB,Roda JC Kerkrade,free transfer,Out,eredivisie,1995
Ajax Amsterdam,Clyde Wijnhard,21,CF,RKC Waalwijk,free transfer,Out,eredivisie,1995
Ajax Amsterdam,Mendel Witzenhausen,19,CB,VVV,?,Out,eredivisie,1995
Ajax Amsterdam,Donny Huysen,21,Attack,AZ Alkmaar,?,Out,eredivisie,1995
Ajax Amsterdam,Hans Erik Ramberg,18,CM,Fredrikstad FK,?,Out,eredivisie,1995
Ajax Amsterdam,Rob Alflen,27,DM,Vitesse Arnhem,?,Out,eredivisie,1995
Ajax Amsterdam,John van den Brom,28,AM,Istanbulspor,?,Out,eredivisie,1995
Ajax Amsterdam,Peter van Vossen,27,LW,Istanbulspor,?,Out,eredivisie,1995
Ajax Amsterdam,Frank Rijkaard,32,DM,   Retired,-,Out,eredivisie,1995
Feyenoord Rotterdam,Tomasz Iwan,24,RM,Roda JC Kerkrade,€3.70m,In,eredivisie,1995
Feyenoord Rotterdam,Ronald Koeman,32,SW,FC Barcelona,€2.00m,In,eredivisie,1995
Feyenoord Rotterdam,Aurelio Vidmar,28,CF,Standard Liège,€1.80m,In,eredivisie,1995
Feyenoord Rotterdam,Jean-Paul van Gastel,23,CB,Willem II Tilburg,€908k,In,eredivisie,1995
Feyenoord Rotterdam,George Boateng,19,DM,Excelsior Rotterdam,free transfer,In,eredivisie,1995
Feyenoord Rotterdam,Bobby Petta,20,LM,RKC Waalwijk,free transfer,In,eredivisie,1995
Feyenoord Rotterdam,Clemens Zwijnenberg,25,RB,Twente Enschede FC,?,In,eredivisie,1995
Feyenoord Rotterdam,Fernando Picún,23,CB,CA River Plate Montevideo,?,In,eredivisie,1995
Feyenoord Rotterdam,Henk Vos,27,CF,FC Sochaux-Montbéliard,?,In,eredivisie,1995
Feyenoord Rotterdam,József Kiprich,31,CF,APOEL Nicosia,free transfer,Out,eredivisie,1995
Feyenoord Rotterdam,Ulrich van Gobbel,24,RB,Galatasaray,?,Out,eredivisie,1995
Feyenoord Rotterdam,Regi Blinker,26,LM,Sheffield Wednesday,?,Out,eredivisie,1995
Feyenoord Rotterdam,Aurelio Vidmar,28,CF,FC Sion,?,Out,eredivisie,1995
Feyenoord Rotterdam,John de Wolf,32,CB,Wolverhampton Wanderers,?,Out,eredivisie,1995
Feyenoord Rotterdam,Arnold Scholten,32,DM,Ajax Amsterdam,?,Out,eredivisie,1995
Feyenoord Rotterdam,Errol Refos,25,CB,FC Utrecht,?,Out,eredivisie,1995
Feyenoord Rotterdam,John van Loen,30,CF,FC Utrecht,?,Out,eredivisie,1995
