Club,Player,Age,Pos,Club Involved,Fee,Transfer Movement,League Name,Year
FC Porto,Sergey Yuran,25,CF,SL Benfica,?,In,liga-nos,1994
FC Porto,Ronald Baroni,26,CF,Universitario de Deportes,?,In,liga-nos,1994
FC Porto,Mandla Zwane,21,Attack,Orlando Pirates,?,In,liga-nos,1994
FC Porto,Rui Barros,28,AM,Olympique Marseille,?,In,liga-nos,1994
FC Porto,Vasiliy Kulkov,28,CB,SL Benfica,?,In,liga-nos,1994
FC Porto,Émerson,22,DM,CF Os Belenenses,?,In,liga-nos,1994
FC Porto,Russell Latapy,25,AM,Académica Coimbra,?,In,liga-nos,1994
FC Porto,Fernando Couto,24,CB,AC Parma,€2.70m,Out,liga-nos,1994
FC Porto,Emil Kostadinov,26,RW,Deportivo de La Coruña,Loan fee: €480k,Out,liga-nos,1994
FC Porto,Emil Kostadinov,27,RW,Bayern Munich,Loan fee: €250k,Out,liga-nos,1994
FC Porto,Luís Miguel,21,LW,CF União Lamas,free transfer,Out,liga-nos,1994
FC Porto,Abílio,27,AM,CF Os Belenenses,free transfer,Out,liga-nos,1994
FC Porto,Ion Timofte,26,AM,Boavista FC,free transfer,Out,liga-nos,1994
FC Porto,Vinha,27,DM,SC Salgueiros,?,Out,liga-nos,1994
FC Porto,Paulo Pereira,28,RB,SL Benfica,?,Out,liga-nos,1994
FC Porto,Bock,19,CF,FC Maia,?,Out,liga-nos,1994
FC Porto,Zé da Rocha,26,CM,Gil Vicente FC,loan transfer,Out,liga-nos,1994
FC Porto,Bino,21,CM,CF Os Belenenses,loan transfer,Out,liga-nos,1994
FC Porto,Mandla Zwane,21,Attack,FC Penafiel,loan transfer,Out,liga-nos,1994
FC Porto,Sérgio Conceição,19,RW,Leça FC,loan transfer,Out,liga-nos,1994
FC Porto,Rui Óscar,18,RB,CF União Lamas,loan transfer,Out,liga-nos,1994
Sporting CP,Emmanuel Amunike,23,LW,MSV Duisburg,€1.75m,In,liga-nos,1994
Sporting CP,Luis Vasco,27,GK,FC Famalicão,?,In,liga-nos,1994
Sporting CP,Carlos Xavier,32,DM,Real Sociedad,?,In,liga-nos,1994
Sporting CP,Chiquinho Conde,28,CF,Vitória Setúbal FC,?,In,liga-nos,1994
Sporting CP,Marco Aurelio,27,CB,CF União Madeira (-2021),?,In,liga-nos,1994
Sporting CP,Oceano,31,DM,Real Sociedad,?,In,liga-nos,1994
Sporting CP,Ricardo Sá Pinto,21,CF,SC Salgueiros,?,In,liga-nos,1994
Sporting CP,Noureddine Naybet,24,CB,FC Nantes,?,In,liga-nos,1994
Sporting CP,Pedrosa,22,CM,SC Salgueiros,?,In,liga-nos,1994
Sporting CP,Paulo Sousa,23,CM,Juventus FC,€4.00m,Out,liga-nos,1994
Sporting CP,Stan Valckx,31,CB,PSV Eindhoven,?,Out,liga-nos,1994
Sporting CP,Renato,18,Midfield,SC União Torreense,?,Out,liga-nos,1994
Sporting CP,Carlos Jorge,27,CB,CS Marítimo,?,Out,liga-nos,1994
Sporting CP,Amaral,24,RW,SL Benfica,?,Out,liga-nos,1994
Sporting CP,Leal,29,CB,CF Os Belenenses,?,Out,liga-nos,1994
Sporting CP,Poejo,20,DM,União de Leiria,?,Out,liga-nos,1994
Sporting CP,Jorge Cadete,26,CF,Brescia Calcio,?,Out,liga-nos,1994
Sporting CP,Paulo Pilar,22,CM,SC Farense,loan transfer,Out,liga-nos,1994
Sporting CP,Ramires,18,RW,SC União Torreense,loan transfer,Out,liga-nos,1994
Sporting CP,Beto,18,CB,CF União Lamas,loan transfer,Out,liga-nos,1994
Sporting CP,Porfírio,20,CF,FC Tirsense,loan transfer,Out,liga-nos,1994
SL Benfica,Edílson,22,CF,Sociedade Esportiva Palmeiras,free transfer,In,liga-nos,1994
SL Benfica,Rui Esteves,27,Midfield,Vitória Setúbal FC,?,In,liga-nos,1994
SL Benfica,Amaral,24,RW,Sporting CP,?,In,liga-nos,1994
SL Benfica,Paulo Pereira,28,RB,FC Porto,?,In,liga-nos,1994
SL Benfica,Paulão,26,CB,Grêmio Foot-Ball Porto Alegrense,?,In,liga-nos,1994
SL Benfica,Nelo,26,CM,Boavista FC,?,In,liga-nos,1994
SL Benfica,Tavares,28,DM,Boavista FC,?,In,liga-nos,1994
SL Benfica,Mario Stanic,22,RW,Sporting Gijón,?,In,liga-nos,1994
SL Benfica,Michel Preud'homme,35,GK,KV Mechelen,?,In,liga-nos,1994
SL Benfica,Dimas,25,LB,Vitória Guimarães SC,?,In,liga-nos,1994
SL Benfica,Paulo Bento,25,DM,Vitória Guimarães SC,?,In,liga-nos,1994
SL Benfica,Claudio Caniggia,27,RW,Disqualification,-,In,liga-nos,1994
SL Benfica,Rui Costa,22,AM,AC Fiorentina,€5.50m,Out,liga-nos,1994
SL Benfica,Stefan Schwarz,25,CM,Arsenal FC,€1.00m,Out,liga-nos,1994
SL Benfica,Silvino Louro,35,GK,Vitória Setúbal FC,free transfer,Out,liga-nos,1994
SL Benfica,Paulo Santos,21,GK,FC Penafiel,free transfer,Out,liga-nos,1994
SL Benfica,Abel Silva,25,RB,Vitória Setúbal FC,?,Out,liga-nos,1994
SL Benfica,Nuno Afonso,19,CB,CF Os Belenenses,?,Out,liga-nos,1994
SL Benfica,Hernâni,30,DM,Vitória Setúbal FC,?,Out,liga-nos,1994
SL Benfica,Eduard Abazaj,30,LB,Boavista FC,?,Out,liga-nos,1994
SL Benfica,Carlos Mozer,34,CB,Kashima Antlers,?,Out,liga-nos,1994
SL Benfica,Jovica Simanic,28,CB,Boavista FC,?,Out,liga-nos,1994
SL Benfica,Rui Águas,34,CF,Clube Futebol Estrela da Amadora,?,Out,liga-nos,1994
SL Benfica,Sergey Yuran,25,CF,FC Porto,?,Out,liga-nos,1994
SL Benfica,Vasiliy Kulkov,28,CB,FC Porto,?,Out,liga-nos,1994
SL Benfica,José Dominguez,20,LW,Birmingham City,?,Out,liga-nos,1994
SL Benfica,Aílton,25,CF,São Paulo Futebol Clube,?,Out,liga-nos,1994
SL Benfica,Aleksandr Mostovoy,25,AM,RC Strasbourg Alsace,?,Out,liga-nos,1994
SL Benfica,Pedro Henriques,20,LB,Vitória Setúbal FC,loan transfer,Out,liga-nos,1994
SL Benfica,Rui Esteves,27,Midfield,Birmingham City,loan transfer,Out,liga-nos,1994
SL Benfica,João Peixe,18,Attack,Clube Futebol Estrela da Amadora,loan transfer,Out,liga-nos,1994
SL Benfica,Bruno Caires,18,DM,CF Os Belenenses,loan transfer,Out,liga-nos,1994
SL Benfica,Pedro Roma,23,GK,Académica Coimbra,loan transfer,Out,liga-nos,1994
Vitória Guimarães SC,Emerson,21,AM,Joinville Esporte Clube (SC),?,In,liga-nos,1994
Vitória Guimarães SC,Walter,26,RB,Académica Coimbra,?,In,liga-nos,1994
Vitória Guimarães SC,Zé Carlos,32,GK,SC Farense,?,In,liga-nos,1994
Vitória Guimarães SC,Vitor Silva,25,CB,SC Espinho,?,In,liga-nos,1994
Vitória Guimarães SC,Pedro Martins,23,DM,CD Feirense,?,In,liga-nos,1994
Vitória Guimarães SC,Gilmar,27,CF,GD Chaves,?,In,liga-nos,1994
Vitória Guimarães SC,José Carlos,27,RB,Clube Futebol Estrela da Amadora,?,In,liga-nos,1994
Vitória Guimarães SC,Pedro Oliveira,23,AM,SC Vila Real,free transfer,Out,liga-nos,1994
Vitória Guimarães SC,Sérgio Lomba,20,CB,SC Freamunde,free transfer,Out,liga-nos,1994
Vitória Guimarães SC,Zito,22,LW,GD Chaves,loan transfer,Out,liga-nos,1994
Vitória Guimarães SC,Basaúla Lemba,29,AM,CF Os Belenenses,?,Out,liga-nos,1994
Vitória Guimarães SC,Paulo Bento,25,DM,SL Benfica,?,Out,liga-nos,1994
Vitória Guimarães SC,Taoufik Hichri,29,CB,Croissant Sportif de Msaken,?,Out,liga-nos,1994
Vitória Guimarães SC,Fernando Brassard,22,GK,Gil Vicente FC,?,Out,liga-nos,1994
Vitória Guimarães SC,Artur Jorge,23,CF,SC Espinho,?,Out,liga-nos,1994
Vitória Guimarães SC,Dimas,25,LB,SL Benfica,?,Out,liga-nos,1994
Vitória Guimarães SC,Gomes,22,RW,GD Chaves,loan transfer,Out,liga-nos,1994
SC Farense,King,24,CB,SC Braga,free transfer,In,liga-nos,1994
SC Farense,Raúl Barbosa,22,RB,Padernense Clube,free transfer,In,liga-nos,1994
SC Farense,Ivo Soares,23,GK,SC Espinho,free transfer,In,liga-nos,1994
SC Farense,Christian,19,CF,Clube Futebol Estrela da Amadora,?,In,liga-nos,1994
SC Farense,Peter Rufai,30,GK,Go Ahead Eagles,?,In,liga-nos,1994
SC Farense,Tozé,28,RW,Gil Vicente FC,?,In,liga-nos,1994
SC Farense,Helcinho,24,AM,FC Paços de Ferreira,?,In,liga-nos,1994
SC Farense,Miroslav Curcic,32,Attack,GD Estoril Praia,?,In,liga-nos,1994
SC Farense,Moussa N'Daw,25,CF,Al-Hilal SFC,?,In,liga-nos,1994
SC Farense,Paulo Pilar,22,CM,Sporting CP,loan transfer,In,liga-nos,1994
SC Farense,Goran Stevanovic,27,Midfield,Vitória Setúbal FC,free transfer,Out,liga-nos,1994
SC Farense,Luís Manuel,32,GK,SC Espinho,free transfer,Out,liga-nos,1994
SC Farense,Amarildo,23,CB,GD Chaves,free transfer,Out,liga-nos,1994
SC Farense,Armando dos Santos,29,Attack,Amora FC,?,Out,liga-nos,1994
SC Farense,Zé Carlos,32,GK,Vitória Guimarães SC,?,Out,liga-nos,1994
União de Leiria,Poejo,20,DM,Sporting CP,?,In,liga-nos,1994
União de Leiria,Tahar El Khalej,26,CB,KAC Marrakech,?,In,liga-nos,1994
União de Leiria,Lula,28,CB,Coritiba Foot Ball Club,?,In,liga-nos,1994
União de Leiria,Bambo,19,CF,Boavista FC,?,In,liga-nos,1994
União de Leiria,Uche Okafor,26,CB,Hannover 96,?,In,liga-nos,1994
União de Leiria,Paulito,26,RB,CD Nacional,?,In,liga-nos,1994
União de Leiria,Moisés Guilherme,19,Defence,Unknown,?,In,liga-nos,1994
União de Leiria,Fua,25,RW,Boavista FC,?,In,liga-nos,1994
União de Leiria,Nélson Bertollazzi,28,CF,Boavista FC,loan transfer,In,liga-nos,1994
União de Leiria,Uche Okafor,27,CB,Maccabi Ironi Ashdod,?,Out,liga-nos,1994
União de Leiria,Rui Guerreiro,19,RB,FC Alverca,?,Out,liga-nos,1994
União de Leiria,Sérgio China,28,CM,Santa Cruz Futebol Clube (PE),?,Out,liga-nos,1994
CS Marítimo,Margarido,24,RB,FC Vizela,?,In,liga-nos,1994
CS Marítimo,Fernando Aguiar,22,DM,Toronto Blizzard,?,In,liga-nos,1994
CS Marítimo,Carlos Jorge,27,CB,Sporting CP,?,In,liga-nos,1994
CS Marítimo,Robson,20,CB,Cruzeiro Esporte Clube,?,In,liga-nos,1994
CS Marítimo,Luís Fernando,30,CF,Cruzeiro Esporte Clube,?,In,liga-nos,1994
CS Marítimo,Herivelto,18,AM,Unknown,?,In,liga-nos,1994
CS Marítimo,Rebelo,25,RW,FC Famalicão,?,In,liga-nos,1994
CS Marítimo,Paiva,21,DM,FC Famalicão,free transfer,Out,liga-nos,1994
CS Marítimo,Ademir Alcântara,31,AM,Mogi Mirim EC,?,Out,liga-nos,1994
CS Marítimo,Jorge Andrade,31,SS,Vitória Setúbal FC,?,Out,liga-nos,1994
CS Marítimo,Wilson Gottardo,31,CB,Botafogo de Futebol e Regatas,?,Out,liga-nos,1994
CS Marítimo,Eusébio,21,LB,SC Espinho,loan transfer,Out,liga-nos,1994
CS Marítimo,Rui Vieira,32,RB,   Retired,-,Out,liga-nos,1994
CS Marítimo,Paulo Madeira,23,CB,SL Benfica,"End of loan Jun 30, 1994",Out,liga-nos,1994
FC Tirsense,Cabral,22,RB,GD Joane,free transfer,In,liga-nos,1994
FC Tirsense,Moreira de Sá,28,RW,Leça FC,free transfer,In,liga-nos,1994
FC Tirsense,Everton Giovanella,24,CM,GD Estoril Praia,?,In,liga-nos,1994
FC Tirsense,Rui Gregório,25,CB,Vitória Setúbal FC,?,In,liga-nos,1994
FC Tirsense,Luis Mariano,25,CM,AD Ovarense,?,In,liga-nos,1994
FC Tirsense,Porfírio,20,CF,Sporting CP,loan transfer,In,liga-nos,1994
FC Tirsense,Jorge Amaral,39,GK,   Retired,-,Out,liga-nos,1994
SC Braga,Moké Kajima,18,LB,Stade Rennais FC,free transfer,In,liga-nos,1994
SC Braga,Hélder Baptista,22,DM,SC União Torreense,?,In,liga-nos,1994
SC Braga,Litos,27,AM,Boavista FC,?,In,liga-nos,1994
SC Braga,Stéphane Demol,28,CB,Cercle Brugge ,?,In,liga-nos,1994
SC Braga,Bruno,23,RM,SC União Torreense,?,In,liga-nos,1994
SC Braga,Bruno Vaza,23,Midfield,SC União Torreense,?,In,liga-nos,1994
SC Braga,Baltasar,27,AM,Louletano DC,?,In,liga-nos,1994
SC Braga,Jaime Pacheco,36,CM,Rio Ave FC,free transfer,Out,liga-nos,1994
SC Braga,King,24,CB,SC Farense,free transfer,Out,liga-nos,1994
SC Braga,Neves,23,RB,Gil Vicente FC,?,Out,liga-nos,1994
SC Braga,Toni,21,CF,SC Beira-Mar,?,Out,liga-nos,1994
SC Braga,Gil,21,LW,Clube Futebol Estrela da Amadora,?,Out,liga-nos,1994
SC Braga,Armando,23,CF,FC Famalicão,?,Out,liga-nos,1994
SC Braga,Rui Gama,19,Midfield,FC Famalicão,?,Out,liga-nos,1994
Boavista FC,Alex Dias,22,CF,Clube do Remo (PA),free transfer,In,liga-nos,1994
Boavista FC,Ion Timofte,26,AM,FC Porto,free transfer,In,liga-nos,1994
Boavista FC,Rosario,29,Attack,Vitória Setúbal FC,?,In,liga-nos,1994
Boavista FC,Vasco Oliveira,19,Midfield,GD Peniche,?,In,liga-nos,1994
Boavista FC,Cobra,25,Midfield,Académico Viseu FC,?,In,liga-nos,1994
Boavista FC,Eduard Abazaj,30,LB,SL Benfica,?,In,liga-nos,1994
Boavista FC,Jovica Simanic,28,CB,SL Benfica,?,In,liga-nos,1994
Boavista FC,Ricardo Nascimento,20,AM,Leixões SC,?,In,liga-nos,1994
Boavista FC,Fernando Mendes,27,LB,Clube Futebol Estrela da Amadora,?,In,liga-nos,1994
Boavista FC,Castro,25,GK,CD Feirense,free transfer,Out,liga-nos,1994
Boavista FC,Tavares,28,DM,SL Benfica,?,Out,liga-nos,1994
Boavista FC,Fua,25,RW,União de Leiria,?,Out,liga-nos,1994
Boavista FC,Bambo,19,CF,União de Leiria,?,Out,liga-nos,1994
Boavista FC,Ricky,32,CF,CF Os Belenenses,?,Out,liga-nos,1994
Boavista FC,Nelo,26,CM,SL Benfica,?,Out,liga-nos,1994
Boavista FC,Litos,27,AM,SC Braga,?,Out,liga-nos,1994
Boavista FC,Pedro Emanuel,19,CB,AD Ovarense,loan transfer,Out,liga-nos,1994
Boavista FC,Jojó,23,CM,AD Ovarense,loan transfer,Out,liga-nos,1994
Boavista FC,Nélson Bertollazzi,28,CF,União de Leiria,loan transfer,Out,liga-nos,1994
Boavista FC,Sérgio Pinto,21,DM,Gondomar SC,loan transfer,Out,liga-nos,1994
Boavista FC,Sérgio Pinto,21,DM,CD Fátima,loan transfer,Out,liga-nos,1994
Boavista FC,Venâncio,30,CB,   Retired,-,Out,liga-nos,1994
Boavista FC,Rui Casaca,34,CM,   Retired,-,Out,liga-nos,1994
SC Salgueiros,Pedro Espinha,28,GK,CF Os Belenenses,free transfer,In,liga-nos,1994
SC Salgueiros,Vinha,27,DM,FC Porto,?,In,liga-nos,1994
SC Salgueiros,Zoran Hajdić,24,LB,Unknown,?,In,liga-nos,1994
SC Salgueiros,Fernando Almeida,27,CF,Atlético Clube Goianiense,?,In,liga-nos,1994
SC Salgueiros,Basílio Almeida,22,SS,Lusitânia FC Lourosa,?,In,liga-nos,1994
SC Salgueiros,Luís Carlos,26,CM,Grêmio Foot-Ball Porto Alegrense,?,In,liga-nos,1994
SC Salgueiros,Edmílson,22,SS,CD Nacional,?,In,liga-nos,1994
SC Salgueiros,Paulo Sérgio,26,CF,FC Paços de Ferreira,?,In,liga-nos,1994
SC Salgueiros,Nandinho,21,RW,SC Castêlo Maia,?,In,liga-nos,1994
SC Salgueiros,Tulipa,22,AM,CF Os Belenenses,loan transfer,In,liga-nos,1994
SC Salgueiros,Cedomir Djoincevic,33,Defence,FK Radnicki Belgrade,?,Out,liga-nos,1994
SC Salgueiros,Tozé,25,CF,FC Penafiel,?,Out,liga-nos,1994
SC Salgueiros,Parente,33,DM,FC Marco (-2008),?,Out,liga-nos,1994
SC Salgueiros,Pedrosa,22,CM,Sporting CP,?,Out,liga-nos,1994
SC Salgueiros,Tulipa,21,AM,CF Os Belenenses,?,Out,liga-nos,1994
SC Salgueiros,Basílio Almeida,23,SS,CD Feirense,?,Out,liga-nos,1994
SC Salgueiros,Ricardo Sá Pinto,21,CF,Sporting CP,?,Out,liga-nos,1994
SC Salgueiros,Bino,21,CM,FC Porto,"End of loan Jun 30, 1994",Out,liga-nos,1994
SC Salgueiros,Abílio,27,AM,FC Porto,"End of loan Jun 30, 1994",Out,liga-nos,1994
CF Os Belenenses,Abílio,27,AM,FC Porto,free transfer,In,liga-nos,1994
CF Os Belenenses,Dacroce,26,DM,FC Paços de Ferreira,free transfer,In,liga-nos,1994
CF Os Belenenses,Darci,25,LW,Volta Redonda Futebol Clube (RJ),?,In,liga-nos,1994
CF Os Belenenses,Nuno Afonso,19,CB,SL Benfica,?,In,liga-nos,1994
CF Os Belenenses,Álvaro Gregório,21,LB,FC Paços de Ferreira,?,In,liga-nos,1994
CF Os Belenenses,Tomislav Ivkovic,33,GK,Vitória Setúbal FC,?,In,liga-nos,1994
CF Os Belenenses,Basaúla Lemba,29,AM,Vitória Guimarães SC,?,In,liga-nos,1994
CF Os Belenenses,Leal,29,CB,Sporting CP,?,In,liga-nos,1994
CF Os Belenenses,Alen Petrovic,24,CB,NK Osijek,?,In,liga-nos,1994
CF Os Belenenses,Ricky,32,CF,Boavista FC,?,In,liga-nos,1994
CF Os Belenenses,M'Jid Bouyboud,27,RW,Wydad Casablanca,?,In,liga-nos,1994
CF Os Belenenses,Tulipa,21,AM,SC Salgueiros,?,In,liga-nos,1994
CF Os Belenenses,Miguel Bruno,22,CF,SC Beira-Mar,?,In,liga-nos,1994
CF Os Belenenses,Dariusz Adamczuk,24,DM,Udinese Calcio,?,In,liga-nos,1994
CF Os Belenenses,Zoran Ban,21,CF,Juventus FC,?,In,liga-nos,1994
CF Os Belenenses,Bino,21,CM,FC Porto,loan transfer,In,liga-nos,1994
CF Os Belenenses,Bruno Caires,18,DM,SL Benfica,loan transfer,In,liga-nos,1994
CF Os Belenenses,Pedro Espinha,28,GK,SC Salgueiros,free transfer,Out,liga-nos,1994
CF Os Belenenses,José Taira,25,DM,Clube Futebol Estrela da Amadora,free transfer,Out,liga-nos,1994
CF Os Belenenses,Bruno Silva,18,CF,SC Campomaiorense (-2013),free transfer,Out,liga-nos,1994
CF Os Belenenses,Serge Honi,20,CF,FC Famalicão,loan transfer,Out,liga-nos,1994
CF Os Belenenses,Aleksandr Eshchenko,24,LB,Rotor Volgograd,?,Out,liga-nos,1994
CF Os Belenenses,Gonçalves,26,LM,Clube Futebol Estrela da Amadora,?,Out,liga-nos,1994
CF Os Belenenses,Toninho Cruz,25,DM,Rio Ave FC,?,Out,liga-nos,1994
CF Os Belenenses,Vítor Vieira,21,RW,FC Paços de Ferreira,?,Out,liga-nos,1994
CF Os Belenenses,David Embé,20,CF,AE Larisa,?,Out,liga-nos,1994
CF Os Belenenses,Miguel Bruno,23,CF,Gil Vicente FC,?,Out,liga-nos,1994
CF Os Belenenses,Armando Sá,18,RB,UD Vilafranquense,?,Out,liga-nos,1994
CF Os Belenenses,Pinho,22,GK,FC Famalicão,?,Out,liga-nos,1994
CF Os Belenenses,Émerson,22,DM,FC Porto,?,Out,liga-nos,1994
CF Os Belenenses,Tito,22,LB,FC Famalicão,?,Out,liga-nos,1994
CF Os Belenenses,Tulipa,22,AM,SC Salgueiros,loan transfer,Out,liga-nos,1994
CF Os Belenenses,Clêisson,22,AM,Cruzeiro Esporte Clube,"End of loan Jun 30, 1994",Out,liga-nos,1994
CF Os Belenenses,Edenílson,26,LW,Cruzeiro Esporte Clube,"End of loan Jun 30, 1994",Out,liga-nos,1994
Gil Vicente FC,Wilson,25,CB,Caldas SC,free transfer,In,liga-nos,1994
Gil Vicente FC,José Lemos,22,CB,AD Esposende,?,In,liga-nos,1994
Gil Vicente FC,Neves,23,RB,SC Braga,?,In,liga-nos,1994
Gil Vicente FC,Fernando Brassard,22,GK,Vitória Guimarães SC,?,In,liga-nos,1994
Gil Vicente FC,João Oliveira Pinto,22,RW,GD Estoril Praia,?,In,liga-nos,1994
Gil Vicente FC,César Gomes,18,GK,Santa Maria FC,?,In,liga-nos,1994
Gil Vicente FC,Miguel Bruno,23,CF,CF Os Belenenses,?,In,liga-nos,1994
Gil Vicente FC,Zé da Rocha,26,CM,FC Porto,loan transfer,In,liga-nos,1994
Gil Vicente FC,Laureta,32,LB,Académica Coimbra,free transfer,Out,liga-nos,1994
Gil Vicente FC,Rui Neves,24,RB,Clube Futebol Estrela da Amadora,?,Out,liga-nos,1994
Gil Vicente FC,António Sousa,37,LM,AD Ovarense,?,Out,liga-nos,1994
Gil Vicente FC,Morato,29,CB,Unknown,?,Out,liga-nos,1994
Gil Vicente FC,Dito,32,CB,SC União Torreense,?,Out,liga-nos,1994
Gil Vicente FC,Tozé,28,RW,SC Farense,?,Out,liga-nos,1994
Gil Vicente FC,Jaime Cerqueira,26,CM,GD Chaves,?,Out,liga-nos,1994
Gil Vicente FC,Pedro Roma,23,GK,SL Benfica,"End of loan Jun 30, 1994",Out,liga-nos,1994
GD Chaves,Edinho,27,CF,Portimonense SC,free transfer,In,liga-nos,1994
GD Chaves,Amarildo,23,CB,SC Farense,free transfer,In,liga-nos,1994
GD Chaves,Zito,22,LW,Vitória Guimarães SC,loan transfer,In,liga-nos,1994
GD Chaves,Rui Loja,22,LW,FC Oliveira do Hospital,?,In,liga-nos,1994
GD Chaves,Silvino Morais,28,GK,FC Famalicão,?,In,liga-nos,1994
GD Chaves,Marito,26,RM,FC Famalicão,?,In,liga-nos,1994
GD Chaves,Jaime Cerqueira,26,CM,Gil Vicente FC,?,In,liga-nos,1994
GD Chaves,Toniño,22,CM,Athletic Bilbao B,?,In,liga-nos,1994
GD Chaves,José Antonio Castillo,24,Midfield,Real Valladolid Deportivo,?,In,liga-nos,1994
GD Chaves,José María,23,Attack,Real Madrid B,loan transfer,In,liga-nos,1994
GD Chaves,Gomes,22,RW,Vitória Guimarães SC,loan transfer,In,liga-nos,1994
GD Chaves,Paulo Dores,20,CM,AD Fafe,free transfer,Out,liga-nos,1994
GD Chaves,Gilmar,27,CF,Vitória Guimarães SC,?,Out,liga-nos,1994
GD Chaves,António Jesus,39,GK,   Retired,-,Out,liga-nos,1994
Clube Futebol Estrela da Amadora,José Taira,25,DM,CF Os Belenenses,free transfer,In,liga-nos,1994
Clube Futebol Estrela da Amadora,Chaínho,19,CM,Casa Pia AC,?,In,liga-nos,1994
Clube Futebol Estrela da Amadora,Rui Neves,24,RB,Gil Vicente FC,?,In,liga-nos,1994
Clube Futebol Estrela da Amadora,Rui Águas,34,CF,SL Benfica,?,In,liga-nos,1994
Clube Futebol Estrela da Amadora,Sinisa Koncalovic,27,Midfield,Panachaiki GE,?,In,liga-nos,1994
Clube Futebol Estrela da Amadora,Gil,21,LW,SC Braga,?,In,liga-nos,1994
Clube Futebol Estrela da Amadora,Gonçalves,26,LM,CF Os Belenenses,?,In,liga-nos,1994
Clube Futebol Estrela da Amadora,João Peixe,18,Attack,SL Benfica,loan transfer,In,liga-nos,1994
Clube Futebol Estrela da Amadora,Pedro Simões,19,DM,Casa Pia AC,free transfer,Out,liga-nos,1994
Clube Futebol Estrela da Amadora,Fernando Mendes,27,LB,Boavista FC,?,Out,liga-nos,1994
Clube Futebol Estrela da Amadora,Christian,19,CF,SC Farense,?,Out,liga-nos,1994
Clube Futebol Estrela da Amadora,Frederico,37,CB,Leixões SC,?,Out,liga-nos,1994
Clube Futebol Estrela da Amadora,José Carlos,27,RB,Vitória Guimarães SC,?,Out,liga-nos,1994
Clube Futebol Estrela da Amadora,Mário Jorge,32,LM,GD Estoril Praia,?,Out,liga-nos,1994
Clube Futebol Estrela da Amadora,Rui Águas,34,CF,Reggina Calcio,?,Out,liga-nos,1994
Clube Futebol Estrela da Amadora,Jordão,22,CM,Leça FC,loan transfer,Out,liga-nos,1994
CF União Madeira (-2021),Sasa Simic,25,LW,FK Borac Cacak,?,In,liga-nos,1994
CF União Madeira (-2021),Márcio Luís,24,CM,Unknown,?,In,liga-nos,1994
CF União Madeira (-2021),Nenad Markicevic,26,Midfield,Unknown,-,In,liga-nos,1994
CF União Madeira (-2021),António Caldas,35,GK,Leça FC,?,Out,liga-nos,1994
CF União Madeira (-2021),Marco Aurelio,27,CB,Sporting CP,?,Out,liga-nos,1994
SC Beira-Mar,Tó Ferreira,22,GK,Amora FC,free transfer,In,liga-nos,1994
SC Beira-Mar,Pedro Miguel,26,CB,UD Oliveirense,free transfer,In,liga-nos,1994
SC Beira-Mar,Piguita,23,CB,FC Famalicão,free transfer,In,liga-nos,1994
SC Beira-Mar,Morgado,24,LB,FC Famalicão,?,In,liga-nos,1994
SC Beira-Mar,Toni,21,CF,SC Braga,?,In,liga-nos,1994
SC Beira-Mar,Nando,31,Defence,FC Famalicão,?,In,liga-nos,1994
SC Beira-Mar,Bira,25,AM,Clube Atlético Mineiro,?,In,liga-nos,1994
SC Beira-Mar,Rui França,31,CM,Desportivo Aves (- 2020),free transfer,Out,liga-nos,1994
SC Beira-Mar,Carlos Miguel,23,CM,AD Ovarense,free transfer,Out,liga-nos,1994
SC Beira-Mar,Dino,33,CF,Vitória Setúbal FC,free transfer,Out,liga-nos,1994
SC Beira-Mar,Aleksandar Krstic,32,CF,FC Felgueiras (-2015),?,Out,liga-nos,1994
SC Beira-Mar,Acácio,36,GK,Madureira EC,?,Out,liga-nos,1994
SC Beira-Mar,Júlio,25,CF,Unknown,?,Out,liga-nos,1994
SC Beira-Mar,Jorge Vinagre,19,LB,AD Ovarense,?,Out,liga-nos,1994
SC Beira-Mar,Miguel Bruno,22,CF,CF Os Belenenses,?,Out,liga-nos,1994
SC Beira-Mar,Zarko Draskovic,28,Attack,FK Sutjeska Niksic,?,Out,liga-nos,1994
SC Beira-Mar,Oliveira,36,CB,   Retired,-,Out,liga-nos,1994
SC Beira-Mar,José Ribeiro,30,Midfield,   Retired,-,Out,liga-nos,1994
Vitória Setúbal FC,Dino,33,CF,SC Beira-Mar,free transfer,In,liga-nos,1994
Vitória Setúbal FC,Silvino Louro,35,GK,SL Benfica,free transfer,In,liga-nos,1994
Vitória Setúbal FC,Goran Stevanovic,27,Midfield,SC Farense,free transfer,In,liga-nos,1994
Vitória Setúbal FC,Paulão,24,RW,Estrela Clube Primeiro de Maio,?,In,liga-nos,1994
Vitória Setúbal FC,Tó Sá,25,RB,Amora FC,?,In,liga-nos,1994
Vitória Setúbal FC,Jorge Andrade,31,SS,CS Marítimo,?,In,liga-nos,1994
Vitória Setúbal FC,Hernâni,30,DM,SL Benfica,?,In,liga-nos,1994
Vitória Setúbal FC,Michael Brundin,28,CB,GIF Sundsvall,?,In,liga-nos,1994
Vitória Setúbal FC,Abel Silva,25,RB,SL Benfica,?,In,liga-nos,1994
Vitória Setúbal FC,Pedro Henriques,20,LB,SL Benfica,loan transfer,In,liga-nos,1994
Vitória Setúbal FC,Rasheed Yekini,30,CF,Olympiacos Piraeus,€2.72m,Out,liga-nos,1994
