Club,Player,Age,Pos,Club Involved,Fee,Transfer Movement,League Name,Year
Le Havre AC,Claude Fichaux,25,CB,LOSC Lille,free transfer,In,ligue-1,1994
Le Havre AC,Frédéric Brando,20,CM,AS Monaco B,free transfer,In,ligue-1,1994
Le Havre AC,Sébastien Hamel,18,GK,AS Monaco,free transfer,In,ligue-1,1994
Le Havre AC,David Robert,25,Midfield,FC Sochaux-Montbéliard,?,In,ligue-1,1994
Le Havre AC,Christophe Lagrange,27,Attack,Angers SCO,?,In,ligue-1,1994
Le Havre AC,Cédric Daury,24,Midfield,Angers SCO,?,In,ligue-1,1994
Le Havre AC,Alain Caveglia,26,SS,FC Sochaux-Montbéliard,?,In,ligue-1,1994
Le Havre AC,Patrice Marquet,27,LM,AS Cannes,?,Out,ligue-1,1994
Le Havre AC,Eric Lestrade,25,Midfield,CS Sedan-Ardennes,?,Out,ligue-1,1994
Le Havre AC,Michel Rio,31,AM,Stade Briochin,?,Out,ligue-1,1994
Le Havre AC,Pierre Haon,27,DM,AS Lyon-Duchère,?,Out,ligue-1,1994
Le Havre AC,Gia Guruli,30,CF,USL Dunkerque,?,Out,ligue-1,1994
Le Havre AC,Pierre Aubameyang,29,SW,FC Toulouse,?,Out,ligue-1,1994
Le Havre AC,Fabien Piveteau,30,GK,AS Monaco,?,Out,ligue-1,1994
Le Havre AC,Joël Tiéhi,30,CF,RC Lens,?,Out,ligue-1,1994
Le Havre AC,Didier Lelong,24,Midfield,Football Club de Saint-Leu,?,Out,ligue-1,1994
Le Havre AC,Thierry Moreau,27,AM,FC Toulouse,?,Out,ligue-1,1994
Le Havre AC,André Kana-Biyik,28,DM,   Retired,-,Out,ligue-1,1994
FC Martigues,Laurent David,22,Midfield,CS Sedan-Ardennes,free transfer,In,ligue-1,1994
FC Martigues,Henrik Bertilsson,24,CF,Halmstads BK,?,In,ligue-1,1994
FC Martigues,Fabien Artès,16,Defence,Unknown,?,In,ligue-1,1994
FC Martigues,Serge Romano,30,Midfield,FC Toulouse,?,In,ligue-1,1994
FC Martigues,Didier Dubois,27,CB,RC Lens,?,In,ligue-1,1994
FC Martigues,Eduardo Oliveira,21,CB,FB Île-Rousse,?,In,ligue-1,1994
FC Martigues,Abdoul Karim Bangoura,23,Defence,SC Bastia B,?,In,ligue-1,1994
FC Martigues,Jean-Claude Pagal,29,DM,CF América,?,Out,ligue-1,1994
FC Martigues,Joël Bossis,29,LW,LB Châteauroux,?,Out,ligue-1,1994
FC Martigues,Jean-Marc Ferreri,31,AM,Olympique Marseille,?,Out,ligue-1,1994
FC Martigues,Philippe Anziani,32,SS,Gazélec Football Club Olympique Ajaccio,?,Out,ligue-1,1994
FC Martigues,Stéphane Mazzolini,27,RB,Olympique Marseille,?,Out,ligue-1,1994
FC Martigues,Henri-Claude Ferblantier,23,CB,FC Rouen,?,Out,ligue-1,1994
SM Caen,Kennet Andersson,26,CF,LOSC Lille,?,In,ligue-1,1994
SM Caen,Milos Glonek,25,CB,Ancona Calcio,?,In,ligue-1,1994
SM Caen,Jerry de Jong,29,RB,PSV Eindhoven,?,In,ligue-1,1994
SM Caen,Olivier Bochu,22,Defence,Olympique Grenoble Isère,?,In,ligue-1,1994
SM Caen,Amara Simba,32,CF,AS Monaco,?,In,ligue-1,1994
SM Caen,Jean-François Péron,28,LM,RC Lens,?,In,ligue-1,1994
SM Caen,Jean-Jacques Etamé,27,Midfield,LOSC Lille,?,In,ligue-1,1994
SM Caen,Franck Suignard,20,Midfield,Quimper Cornouaille FC,?,In,ligue-1,1994
SM Caen,Benoît Cauet,25,CM,FC Nantes,?,Out,ligue-1,1994
SM Caen,Faouzi Rouissi,23,CF,Al-Hilal SFC,?,Out,ligue-1,1994
SM Caen,Philippe Montanier,29,GK,FC Toulouse,?,Out,ligue-1,1994
SM Caen,Ronan Salaün,25,CF,FC Toulouse,?,Out,ligue-1,1994
SM Caen,Celio Silva,26,CB,Sport Club Corinthians Paulista,?,Out,ligue-1,1994
SM Caen,Wally Dieng,20,Defence,CS Sedan-Ardennes,?,Out,ligue-1,1994
SM Caen,Aleksandr Mostovoy,25,AM,SL Benfica,"End of loan Jun 30, 1994",Out,ligue-1,1994
LOSC Lille,Jérôme Foulon,23,RB,US Valenciennes-Anzin Arrondissement,free transfer,In,ligue-1,1994
LOSC Lille,Arnaud Duncker,23,DM,US Valenciennes-Anzin Arrondissement,free transfer,In,ligue-1,1994
LOSC Lille,Iyambo Etshélé,25,DM,US Valenciennes-Anzin Arrondissement,?,In,ligue-1,1994
LOSC Lille,Henrik Lykke,24,CB,FC Copenhagen,?,In,ligue-1,1994
LOSC Lille,Philippe Lévenard,29,LB,Angers SCO,?,In,ligue-1,1994
LOSC Lille,Roger Hitoto,25,CM,FC Rouen,?,In,ligue-1,1994
LOSC Lille,Frank Farina,29,CF,RC Strasbourg Alsace,?,In,ligue-1,1994
LOSC Lille,Christian Perez,31,AM,AS Monaco,?,In,ligue-1,1994
LOSC Lille,Éric Decroix,25,CB,FC Nantes,free transfer,Out,ligue-1,1994
LOSC Lille,Claude Fichaux,25,CB,Le Havre AC,free transfer,Out,ligue-1,1994
LOSC Lille,Kennet Andersson,26,CF,SM Caen,?,Out,ligue-1,1994
LOSC Lille,Edgar Borges,24,AM,AS Beauvais Oise,?,Out,ligue-1,1994
LOSC Lille,Per Frandsen,24,RM,FC Copenhagen,?,Out,ligue-1,1994
LOSC Lille,Walquir Mota,26,Attack,Association sportive d'origine arménienne de Valence,?,Out,ligue-1,1994
LOSC Lille,Oumar Dieng,21,CB,Paris Saint-Germain,?,Out,ligue-1,1994
LOSC Lille,Jean-Jacques Etamé,27,Midfield,SM Caen,?,Out,ligue-1,1994
LOSC Lille,José Bray,29,Midfield,Nîmes Olympique,?,Out,ligue-1,1994
LOSC Lille,Jean-Luc Buisine,32,CB,   Retired,-,Out,ligue-1,1994
LOSC Lille,Pascal Nouma,21,CF,Paris Saint-Germain,"End of loan Jun 30, 1993",Out,ligue-1,1994
Olympique Lyon,Jean-Luc Sassus,31,RB,Paris Saint-Germain,?,In,ligue-1,1994
Olympique Lyon,Stéphane Paille,29,CF,FC Girondins Bordeaux,?,In,ligue-1,1994
Olympique Lyon,Abédi Pelé,29,AM,Torino Calcio,?,Out,ligue-1,1994
Olympique Lyon,Laurent Debrosse,24,Midfield,USL Dunkerque,?,Out,ligue-1,1994
Olympique Lyon,Stéphane Paille,29,CF,Servette FC,?,Out,ligue-1,1994
Olympique Lyon,Alain Colacicco,21,Defence,LB Châteauroux,?,Out,ligue-1,1994
Olympique Lyon,Alexandre Bès,27,Defence,AS Cannes,?,Out,ligue-1,1994
Olympique Lyon,Pierre Chavrondier,22,Midfield,FC Gueugnon,loan transfer,Out,ligue-1,1994
FC Nantes,Éric Decroix,25,CB,LOSC Lille,free transfer,In,ligue-1,1994
FC Nantes,Benoît Cauet,25,CM,SM Caen,?,In,ligue-1,1994
FC Nantes,Dominique Casagrande,23,GK,AS Muret,?,In,ligue-1,1994
FC Nantes,David Garcion,20,AM,Unknown,?,In,ligue-1,1994
FC Nantes,Stéphane Ziani,22,AM,SC Bastia,?,Out,ligue-1,1994
FC Nantes,Noureddine Naybet,24,CB,Sporting CP,?,Out,ligue-1,1994
FC Nantes,Jean-Louis Lima,26,CF,Stade Lavallois,?,Out,ligue-1,1994
FC Nantes,Anthony Martins,23,Midfield,EA Guingamp,?,Out,ligue-1,1994
FC Nantes,Jean-Christophe Bouteiller,21,Midfield,Le Mans Union Club 72,?,Out,ligue-1,1994
Montpellier HSC,Michel Pavon,25,CM,FC Toulouse,?,In,ligue-1,1994
Montpellier HSC,Philippe Flucklinger,31,GK,FC Metz,?,In,ligue-1,1994
Montpellier HSC,David Hamed,20,RB,FC Istres Ville Nouvelle ,free transfer,Out,ligue-1,1994
Montpellier HSC,Aljosa Asanovic,28,CM,HNK Hajduk Split,?,Out,ligue-1,1994
Montpellier HSC,Jean-Manuel Thétis,22,CB,Olympique Marseille,?,Out,ligue-1,1994
Montpellier HSC,Jérôme Sykora,23,GK,FC Gueugnon,?,Out,ligue-1,1994
Montpellier HSC,Joël Fréchet,28,Midfield,Association sportive d'origine arménienne de Valence,?,Out,ligue-1,1994
Montpellier HSC,Jacek Ziober,28,LW,CA Osasuna,?,Out,ligue-1,1994
Montpellier HSC,Jérôme Palatsi,24,GK,Pau FC,?,Out,ligue-1,1994
Montpellier HSC,Stéphane Blondeau,26,RB,AS Red Star 93,?,Out,ligue-1,1994
Montpellier HSC,Zalán Zombori,19,AM,Vasas SC,"End of loan Jul 1, 1994",Out,ligue-1,1994
AS Cannes,Christian Potel,20,GK,Paris Saint-Germain,free transfer,In,ligue-1,1994
AS Cannes,Alexandre Bès,27,Defence,Olympique Lyon,?,In,ligue-1,1994
AS Cannes,Lukasz Antczak,18,Defence,Zaglebie Sosnowiec,?,In,ligue-1,1994
AS Cannes,Alain Ravera,29,Defence,Stade de Vallauris,?,In,ligue-1,1994
AS Cannes,Patrice Marquet,27,LM,Le Havre AC,?,In,ligue-1,1994
AS Cannes,Sébastien Renaud,18,GK,AJ Auxerre B,?,In,ligue-1,1994
AS Cannes,Jean-Noël Cabezas,27,CF,Sporting Club de Toulon 83,?,In,ligue-1,1994
AS Cannes,Christophe Horlaville,25,CF,FC Rouen,?,In,ligue-1,1994
AS Cannes,Christophe Delmotte,25,LB,RC Lens,loan transfer,In,ligue-1,1994
AS Cannes,Gábor Márton,27,AM,Pécsi MFC,free transfer,Out,ligue-1,1994
AS Cannes,Ferhat Khirat,27,Midfield,Stade Briochin,?,Out,ligue-1,1994
AS Cannes,Bertrand Burnier,26,Defence,AS Lyon-Duchère,?,Out,ligue-1,1994
AS Cannes,Franck Priou,31,CF,AS Saint-Étienne,?,Out,ligue-1,1994
AS Cannes,Patrice Lestage,32,LB,FC Blagnac,?,Out,ligue-1,1994
AS Cannes,Didier Otokoré,25,LW,EA Guingamp,?,Out,ligue-1,1994
AS Cannes,Tal Banin,23,DM,Hapoel Haifa,?,Out,ligue-1,1994
AS Cannes,Mickaël Madar,26,CF,AS Monaco,?,Out,ligue-1,1994
AS Cannes,Bernard Lambourde,23,CB,Angers SCO,loan transfer,Out,ligue-1,1994
AS Cannes,Marc Andrieux,27,DM,   Retired,-,Out,ligue-1,1994
AS Cannes,André Amitrano,36,GK,   Retired,-,Out,ligue-1,1994
RC Lens,Marc-Vivien Foé,19,DM,Canon Yaoundé,free transfer,In,ligue-1,1994
RC Lens,Wilson Oruma,17,AM,Bendel Insurance,free transfer,In,ligue-1,1994
RC Lens,Philippe Chrismousse,19,GK,CS Sedan-Ardennes,free transfer,In,ligue-1,1994
RC Lens,Mickaël Debève,23,RM,FC Toulouse,?,In,ligue-1,1994
RC Lens,Joël Tiéhi,30,CF,Le Havre AC,?,In,ligue-1,1994
RC Lens,Oliveira,19,CF,FC Rouen,free transfer,Out,ligue-1,1994
RC Lens,François Omam-Biyik,28,CF,CF América,?,Out,ligue-1,1994
RC Lens,Didier Dubois,27,CB,FC Martigues,?,Out,ligue-1,1994
RC Lens,Jean-François Péron,28,LM,SM Caen,?,Out,ligue-1,1994
RC Lens,Robbie Slater,29,CM,Blackburn Rovers,?,Out,ligue-1,1994
RC Lens,Anicet Saussé,25,Defence,US Valenciennes-Anzin Arrondissement,?,Out,ligue-1,1994
RC Lens,Felix Aladesanmi Ademola,19,Midfield,RC Liège,?,Out,ligue-1,1994
RC Lens,Christophe Delmotte,25,LB,AS Cannes,loan transfer,Out,ligue-1,1994
RC Lens,Ryszard Tarasiewicz,32,CM,Besançon Racing Club ,,Out,ligue-1,1994
FC Sochaux-Montbéliard,Roman Szewczyk,29,CB,GKS Katowice,?,In,ligue-1,1994
FC Sochaux-Montbéliard,Philippe Cuervo,24,RB,AS Saint-Étienne,?,In,ligue-1,1994
FC Sochaux-Montbéliard,Jérôme Gnako,26,AM,AS Monaco,?,In,ligue-1,1994
FC Sochaux-Montbéliard,Christophe Laurent,19,Midfield,Unknown,?,In,ligue-1,1994
FC Sochaux-Montbéliard,Laurent Croci,29,RB,FC Girondins Bordeaux,?,In,ligue-1,1994
FC Sochaux-Montbéliard,Étienne Mendy,25,CF,AS Saint-Étienne,?,In,ligue-1,1994
FC Sochaux-Montbéliard,Jean-François Hernandez,25,CB,FC Toulouse,?,In,ligue-1,1994
FC Sochaux-Montbéliard,Alain Caveglia,26,SS,Le Havre AC,?,Out,ligue-1,1994
FC Sochaux-Montbéliard,Faruk Hadzibegic,36,SW,FC Toulouse,?,Out,ligue-1,1994
FC Sochaux-Montbéliard,Bernard Maraval,22,CB,SC Bastia,?,Out,ligue-1,1994
FC Sochaux-Montbéliard,Frédéric Darras,27,RB,SC Bastia,?,Out,ligue-1,1994
FC Sochaux-Montbéliard,Stéphane Ferrand,25,GK,CS Louhans-Cuiseaux 71,?,Out,ligue-1,1994
FC Sochaux-Montbéliard,Eric Dewilder,30,Midfield,SC Bastia,?,Out,ligue-1,1994
FC Sochaux-Montbéliard,Jean-Marc Frotey,25,Attack,FC Istres Ville Nouvelle ,?,Out,ligue-1,1994
FC Sochaux-Montbéliard,David Robert,25,Midfield,Le Havre AC,?,Out,ligue-1,1994
FC Girondins Bordeaux,William Prunier,26,CB,Olympique Marseille,?,In,ligue-1,1994
FC Girondins Bordeaux,Daniel Dutuel,26,CM,Olympique Marseille,?,In,ligue-1,1994
FC Girondins Bordeaux,Anthony Bancarel,23,CF,FC Toulouse,?,In,ligue-1,1994
FC Girondins Bordeaux,Laurent Fournier,29,DM,Paris Saint-Germain,?,In,ligue-1,1994
FC Girondins Bordeaux,David Costé,18,CF,Unknown,?,In,ligue-1,1994
FC Girondins Bordeaux,Philippe Vercruysse,32,AM,FC Metz,?,Out,ligue-1,1994
FC Girondins Bordeaux,Marcel Dib,33,CM,Olympique Marseille,?,Out,ligue-1,1994
FC Girondins Bordeaux,Laurent Croci,29,RB,FC Sochaux-Montbéliard,?,Out,ligue-1,1994
FC Girondins Bordeaux,Márcio Santos,24,CB,AC Fiorentina,?,Out,ligue-1,1994
FC Girondins Bordeaux,Stéphane Paille,29,CF,Olympique Lyon,?,Out,ligue-1,1994
FC Girondins Bordeaux,Stéphane Plancque,33,DM,FC Toulouse,?,Out,ligue-1,1994
FC Girondins Bordeaux,Christophe Vecchioni,25,LB,FC Toulouse,?,Out,ligue-1,1994
FC Girondins Bordeaux,Richard Witschge,25,CM,Blackburn Rovers,loan transfer,Out,ligue-1,1994
FC Girondins Bordeaux,Eric Guérit,30,DM,   Retired,-,Out,ligue-1,1994
RC Strasbourg Alsace,Xavier Gravelaine,25,CF,Paris Saint-Germain,loan transfer,In,ligue-1,1994
RC Strasbourg Alsace,Aleksandr Mostovoy,25,AM,SL Benfica,?,In,ligue-1,1994
RC Strasbourg Alsace,Alexander Vencel,27,GK,Slovan Bratislava,?,In,ligue-1,1994
RC Strasbourg Alsace,Franck Sauzée,28,CM,Atalanta BC,?,In,ligue-1,1994
RC Strasbourg Alsace,Michael Hughes,23,AM,West Ham United,free transfer,Out,ligue-1,1994
RC Strasbourg Alsace,Rémy Mukenge,19,Defence,Red Boys Differdange (- 2003),free transfer,Out,ligue-1,1994
RC Strasbourg Alsace,Joël Corminboeuf,30,GK,Neuchâtel Xamax,?,Out,ligue-1,1994
RC Strasbourg Alsace,Frank Farina,29,CF,LOSC Lille,?,Out,ligue-1,1994
RC Strasbourg Alsace,Jacky Paillard,31,DM,FC Toulouse,?,Out,ligue-1,1994
RC Strasbourg Alsace,Sylvain Sansone,26,GK,CS Sedan-Ardennes,?,Out,ligue-1,1994
RC Strasbourg Alsace,Xavier Gravelaine,26,CF,Paris Saint-Germain,"End of loan Jun 30, 1995",Out,ligue-1,1994
AS Saint-Étienne,Lucién Mettomo,17,CB,Ocean Kribi,?,In,ligue-1,1994
AS Saint-Étienne,David Charrièras,18,LB,Unknown,?,In,ligue-1,1994
AS Saint-Étienne,Franck Priou,31,CF,AS Cannes,?,In,ligue-1,1994
AS Saint-Étienne,Jean-Pierre Cyprien,25,CB,Stade Rennais FC,€150k,Out,ligue-1,1994
AS Saint-Étienne,Marcin Szulik,17,AM,Hutnik Warszawa,?,Out,ligue-1,1994
AS Saint-Étienne,Roland Wohlfarth,31,CF,VfL Bochum,?,Out,ligue-1,1994
AS Saint-Étienne,Gérald Passi,30,AM,Nagoya Grampus,?,Out,ligue-1,1994
AS Saint-Étienne,Philippe Cuervo,24,RB,FC Sochaux-Montbéliard,?,Out,ligue-1,1994
AS Saint-Étienne,Étienne Mendy,25,CF,FC Sochaux-Montbéliard,?,Out,ligue-1,1994
AS Saint-Étienne,Joseph-Antoine Bell,39,GK,   Retired,-,Out,ligue-1,1994
SC Bastia,Pierre Laurent,23,CF,ESA Brive,free transfer,In,ligue-1,1994
SC Bastia,Flávio Camargo,24,Attack,Grêmio Foot-Ball Porto Alegrense,?,In,ligue-1,1994
SC Bastia,Philippe Lalanne,28,AM,Association sportive d'origine arménienne de Valence,?,In,ligue-1,1994
SC Bastia,Eric Dewilder,30,Midfield,FC Sochaux-Montbéliard,?,In,ligue-1,1994
SC Bastia,Jean-Christophe Debu,30,LB,FC Toulouse,?,In,ligue-1,1994
SC Bastia,Frédéric Darras,27,RB,FC Sochaux-Montbéliard,?,In,ligue-1,1994
SC Bastia,Franck Vandecasteele,26,CF,Stade Lavallois,?,In,ligue-1,1994
SC Bastia,Anto Drobnjak,25,CF,Red Star Belgrade,?,In,ligue-1,1994
SC Bastia,Bernard Maraval,22,CB,FC Sochaux-Montbéliard,?,In,ligue-1,1994
SC Bastia,Stéphane Ziani,22,AM,FC Nantes,?,In,ligue-1,1994
SC Bastia,Laurent Castro,24,Attack,Gazélec Football Club Olympique Ajaccio,?,Out,ligue-1,1994
SC Bastia,Michel De Lucia,26,Attack,FB Île-Rousse,?,Out,ligue-1,1994
SC Bastia,Hamid Bourabaa,26,Attack,FC Istres Ville Nouvelle ,?,Out,ligue-1,1994
SC Bastia,Stéphane Michel,23,Midfield,AS Lyon-Duchère,?,Out,ligue-1,1994
SC Bastia,Aziz El Ouali,23,AM,LB Châteauroux,?,Out,ligue-1,1994
SC Bastia,Éric Mura,31,RB,ES Vitrolles,?,Out,ligue-1,1994
SC Bastia,Olivier Anziani,24,Midfield,   Retired,-,Out,ligue-1,1994
SC Bastia,Michel Padovani,32,DM,   Retired,-,Out,ligue-1,1994
Paris Saint-Germain,Oumar Dieng,21,CB,LOSC Lille,?,In,ligue-1,1994
Paris Saint-Germain,Jean-Philippe Séchet,29,CM,FC Metz,?,In,ligue-1,1994
Paris Saint-Germain,Christian Potel,20,GK,AS Cannes,free transfer,Out,ligue-1,1994
Paris Saint-Germain,Xavier Gravelaine,25,CF,RC Strasbourg Alsace,loan transfer,Out,ligue-1,1994
Paris Saint-Germain,Laurent Fournier,29,DM,FC Girondins Bordeaux,?,Out,ligue-1,1994
Paris Saint-Germain,Jean-Luc Sassus,31,RB,Olympique Lyon,?,Out,ligue-1,1994
Paris Saint-Germain,Pierre Reynaud,26,DM,FC Toulouse,?,Out,ligue-1,1994
Paris Saint-Germain,Francois Calderaro,30,CF,FC Toulouse,?,Out,ligue-1,1994
Paris Saint-Germain,Jean-Claude Fernandes,21,DM,AS Nancy-Lorraine,?,Out,ligue-1,1994
Paris Saint-Germain,Joël Cloarec,28,Attack,EA Guingamp,?,Out,ligue-1,1994
Paris Saint-Germain,Christophe Olol,13,GK,AS Poissy,loan transfer,Out,ligue-1,1994
OGC Nice,Frédéric Tatarian,23,Defence,FC Mulhouse Sud-Alsace,?,In,ligue-1,1994
OGC Nice,Thierry De Neef,27,CM,CS Sedan-Ardennes,?,In,ligue-1,1994
OGC Nice,Ludovic Stefano,17,Defence,Unknown,?,In,ligue-1,1994
OGC Nice,Yves Mangione,29,Attack,US Valenciennes-Anzin Arrondissement,?,In,ligue-1,1994
FC Metz,René Marsiglia,18,CB,Amiens SC,?,In,ligue-1,1994
FC Metz,Aboubacar Cissé,32,AM,Chamois Niortais FC,?,In,ligue-1,1994
FC Metz,Jérôme Calatraba,30,SW,Olympique Alès,?,In,ligue-1,1994
FC Metz,Tonio Farias,24,CF,Unknown,?,In,ligue-1,1994
FC Metz,Marko Elsner,23,CM,   Retired,?,In,ligue-1,1994
FC Metz,Bruno Génésio,26,CF,Olympique Lyon,free transfer,Out,ligue-1,1994
FC Metz,Rigobert Song,30,Midfield,Tonnerre Yaoundé,free transfer,Out,ligue-1,1994
FC Metz,Philippe Vercruysse,21,LB,FC Girondins Bordeaux,free transfer,Out,ligue-1,1994
FC Metz,Sylvain Kastendeuch,21,Attack,FC Toulouse,free transfer,Out,ligue-1,1994
FC Metz,Zlatko Arambasic,22,DM,KV Mechelen,loan transfer,Out,ligue-1,1994
FC Metz,Mickaël Hoy,31,GK,FC Mulhouse Sud-Alsace,?,Out,ligue-1,1994
FC Metz,Philippe Chanlot,29,CM,Perpignan FC,?,Out,ligue-1,1994
AJ Auxerre,Dragoljub Brnovic,22,CM,Aris Bonneweg (- 2001),free transfer,In,ligue-1,1994
AJ Auxerre,Christophe Boulard,25,Attack,Spora Luxemburg (- 2005),?,In,ligue-1,1994
AJ Auxerre,Benoît Lahery,27,Attack,Union Luxembourg (- 2005),?,Out,ligue-1,1994
AJ Auxerre,Emmanuel Clément,22,CF,Olympique Charleville-Neufmanil-Aiglemont,loan transfer,Out,ligue-1,1994
AJ Auxerre,Philippe Flucklinger,25,GK,Montpellier HSC,"End of loan Jun 1, 1994",Out,ligue-1,1994
Stade Rennais FC,Jean-Philippe Séchet,26,CF,Paris Saint-Germain,€1.00m,In,ligue-1,1994
Stade Rennais FC,Sabri Lamouchi,25,CB,Olympique Alès,€150k,In,ligue-1,1994
Stade Rennais FC,Georges Moureaux,23,CB,FC Sète 34,?,In,ligue-1,1994
Stade Rennais FC,Franco Vignola,18,RB,Olympique Marseille,?,In,ligue-1,1994
Stade Rennais FC,Thomas Deniaud,25,RB,Angers SCO,?,In,ligue-1,1994
Stade Rennais FC,Stéphane Ferrand,29,DM,FC Sochaux-Montbéliard,?,In,ligue-1,1994
Stade Rennais FC,Marco Grassi,26,LB,Servette FC,?,In,ligue-1,1994
Stade Rennais FC,Jean-Pierre Cyprien,18,RB,AS Saint-Étienne,?,In,ligue-1,1994
Stade Rennais FC,Patrice Carteron,26,RM,Stade Lavallois,?,In,ligue-1,1994
Stade Rennais FC,Fritz Emeran,23,CF,AS Monaco B,?,In,ligue-1,1994
Stade Rennais FC,Pascal Fugier,18,LB,Olympique Marseille,free transfer,Out,ligue-1,1994
Stade Rennais FC,Jean-Christophe Thomas,20,LM,Olympique Marseille,free transfer,Out,ligue-1,1994
Stade Rennais FC,Brian Jensen,21,Midfield,Bröndby IF,?,Out,ligue-1,1994
Stade Rennais FC,Régis Le Bris,30,Midfield,Unknown,?,Out,ligue-1,1994
Stade Rennais FC,Christophe Ohrel,24,CB,Servette FC,?,Out,ligue-1,1994
Stade Rennais FC,Samuel Michel,26,CF,AS Red Star 93,?,Out,ligue-1,1994
Stade Rennais FC,Moké Kajima,30,CF,SC Braga,?,Out,ligue-1,1994
Stade Rennais FC,Émerick Darbelet,22,DM,Le Mans Union Club 72,?,Out,ligue-1,1994
Stade Rennais FC,Sébastien Chauvel,24,LB,FC Bourges,?,Out,ligue-1,1994
Stade Rennais FC,Jacky Colin,25,CB,Unknown,loan transfer,Out,ligue-1,1994
AS Monaco,Moïse Régina,23,CF,AS Angoulême Charente 92,€8.25m,In,ligue-1,1994
AS Monaco,Magid Musisi,22,CF,Bursaspor,?,In,ligue-1,1994
AS Monaco,Bruno Roux,30,LB,LB Châteauroux,?,In,ligue-1,1994
AS Monaco,Sylvain Ripoll,26,CF,Le Mans Union Club 72,?,In,ligue-1,1994
AS Monaco,Patrick Guillou,30,GK,LB Châteauroux,?,In,ligue-1,1994
AS Monaco,Jean-Pierre Cyprien,24,Attack,Torino Calcio,?,In,ligue-1,1994
AS Monaco,Sonny Anderson,29,CF,Servette FC,€2.75m,Out,ligue-1,1994
AS Monaco,Dan Petersen,18,GK,Ajax Amsterdam,free transfer,Out,ligue-1,1994
AS Monaco,Éric Di Meco,23,SW,Olympique Marseille,?,Out,ligue-1,1994
AS Monaco,Mickaël Madar,31,AM,AS Cannes,?,Out,ligue-1,1994
AS Monaco,Fabien Piveteau,20,CB,Le Havre AC,?,Out,ligue-1,1994
AS Monaco,Christophe Buffat,26,AM,Olympique Alès,?,Out,ligue-1,1994
AS Monaco,Jürgen Klinsmann,32,CF,Tottenham Hotspur,?,Out,ligue-1,1994
AS Monaco,Sébastien Hamel,28,DM,Le Havre AC,?,Out,ligue-1,1994
AS Monaco,Erwan Manac'h,25,Attack,FC Toulouse,?,Out,ligue-1,1994
AS Monaco,Christian Perez,38,GK,LOSC Lille,-,Out,ligue-1,1994
Le Havre AC,Ludovic Pollet,25,CB,AS Cannes,?,In,ligue-1,1995
Le Havre AC,Ardian Kozniku,27,CF,AS Cannes,?,In,ligue-1,1995
Le Havre AC,Vanja Grubac,24,CF,OFK Beograd,?,In,ligue-1,1995
Le Havre AC,Nicolas Huysman,27,LM,SM Caen,?,In,ligue-1,1995
Le Havre AC,Iyambo Etshélé,26,DM,LOSC Lille,?,In,ligue-1,1995
Le Havre AC,Raphaël Clapson,21,CB,Fréjus-Saint-Raphaël FC,free transfer,Out,ligue-1,1995
Le Havre AC,Didier Angibeaud,20,CF,FC Istres Ville Nouvelle ,?,Out,ligue-1,1995
Le Havre AC,Vanja Grubac,24,CF,OFK Beograd,?,Out,ligue-1,1995
Le Havre AC,Géza Mészöly,28,CB,LOSC Lille,?,Out,ligue-1,1995
Le Havre AC,Benoît Chagnaud,22,Attack,Amiens SC,?,Out,ligue-1,1995
Le Havre AC,Jérôme Louchet,21,Defence,Unknown,?,Out,ligue-1,1995
FC Gueugnon,Philippe Brunel,22,LM,RC Lens,loan transfer,In,ligue-1,1995
FC Gueugnon,Christophe Ajas,23,RW,LB Châteauroux,?,In,ligue-1,1995
FC Gueugnon,Patrice Eyraud,27,DM,FC Metz,?,In,ligue-1,1995
FC Gueugnon,Mohammed Lashaf,27,RM,Standard Liège,?,In,ligue-1,1995
FC Gueugnon,Francisc Dican,27,Midfield,Universitatea Cluj,?,In,ligue-1,1995
FC Gueugnon,Stéphane Pounewatchy,27,CB,FC Martigues,?,In,ligue-1,1995
FC Gueugnon,Clément Garcia,27,Attack,LOSC Lille,?,In,ligue-1,1995
FC Gueugnon,Laurent Ciechelski,24,RB,AJ Auxerre,loan transfer,In,ligue-1,1995
FC Gueugnon,Clément Garcia,27,Attack,Shanghai Shenhua,?,Out,ligue-1,1995
FC Gueugnon,Dariusz Marciniak,28,CF,GKS Belchatow,?,Out,ligue-1,1995
FC Gueugnon,Nicolas Debord,26,Midfield,Le Mans Union Club 72,?,Out,ligue-1,1995
FC Gueugnon,Thierry Falzon,29,DM,   Retired,-,Out,ligue-1,1995
FC Gueugnon,Pierre Chavrondier,23,Midfield,Olympique Lyon,"End of loan Jun 30, 1995",Out,ligue-1,1995
FC Martigues,Christophe Vialet,24,GK,ESA Brive,free transfer,In,ligue-1,1995
FC Martigues,Maxence Flachez,22,CB,Olympique Lyon,loan transfer,In,ligue-1,1995
FC Martigues,Samir Zamfir,27,AM,Extensiv Craiova,?,In,ligue-1,1995
FC Martigues,Bruno Génésio,28,Midfield,Olympique Lyon,?,In,ligue-1,1995
FC Martigues,Franck Raviot,21,GK,RC Lens,?,In,ligue-1,1995
FC Martigues,Franck Soler,24,Attack,AJ Auxerre,?,In,ligue-1,1995
FC Martigues,Olivier Ichoua,24,Midfield,FC Metz,?,In,ligue-1,1995
FC Martigues,Joël Tiéhi,31,CF,RC Lens,?,In,ligue-1,1995
