Club,Player,Age,Pos,Club Involved,Fee,Transfer Movement,League Name,Year
AS Monaco,Gonzalo Vargas,27,CF,Atlas Guadalajara,free transfer,Out,ligue-1,2009
AS Monaco,Leandro Cufré,31,LB,Club de Gimnasia y Esgrima La Plata,free transfer,Out,ligue-1,2009
AS Monaco,Manuel Vallaurio,22,GK,Rodez AF,loan transfer,Out,ligue-1,2009
AS Monaco,Frédéric Nimani,21,CF,Burnley FC,loan transfer,Out,ligue-1,2009
AS Monaco,Serge Gakpé,22,RW,Tours FC,loan transfer,Out,ligue-1,2009
AS Monaco,Eidur Gudjohnsen,31,CF,Tottenham Hotspur,loan transfer,Out,ligue-1,2009
AS Monaco,Massamba Sambou,22,CB,FC Nantes,loan transfer,Out,ligue-1,2009
AS Monaco,Kévin Diaz,20,RM,AC Ajaccio,loan transfer,Out,ligue-1,2009
AS Monaco,Sani Kaita,23,DM,Lokomotiv Moscow,loan transfer,Out,ligue-1,2009
AS Monaco,Sani Kaita,23,DM,Alania Vladikavkaz,loan transfer,Out,ligue-1,2009
AS Monaco,Arnaud Lescure,23,CB,Without Club,-,Out,ligue-1,2009
AS Monaco,Camel Meriem,29,AM,Without Club,-,Out,ligue-1,2009
AS Monaco,Freddy Adu,20,AM,SL Benfica,"End of loan Jun 30, 2009",Out,ligue-1,2009
RC Lens,Grégory Sertic,21,DM,FC Girondins Bordeaux,loan transfer,In,ligue-1,2010
RC Lens,Franck Queudrue,32,LB,Without Club,-,In,ligue-1,2010
RC Lens,Razak Boukari,23,RW,Stade Rennais FC,€5.00m,Out,ligue-1,2010
RC Lens,Aruna Dindane,29,SS,Lekhwiya Sports Club,€3.00m,Out,ligue-1,2010
RC Lens,Issam El Adoua,23,DM,Qadsia SC,€315k,Out,ligue-1,2010
RC Lens,Fabien Laurenti,27,RB,AC Arles-Avignon,free transfer,Out,ligue-1,2010
RC Lens,Romain Sartre,27,CB,Tours FC,free transfer,Out,ligue-1,2010
RC Lens,Marco Ramos,27,LB,SC Braga,free transfer,Out,ligue-1,2010
RC Lens,William Rémy,19,CB,US Créteil-Lusitanos,loan transfer,Out,ligue-1,2010
RC Lens,Dejan Milovanovic,26,CM,Red Star Belgrade,loan transfer,Out,ligue-1,2010
RC Lens,Kévin Monnet-Paquet,22,LW,FC Lorient,loan transfer,Out,ligue-1,2010
AC Arles-Avignon,Jamel Aït Ben Idir,26,DM,Le Havre AC,free transfer,In,ligue-1,2010
AC Arles-Avignon,Angelos Charisteas,30,CF,1.FC Nuremberg,free transfer,In,ligue-1,2010
AC Arles-Avignon,Francisco Pavón,30,CB,Real Zaragoza,free transfer,In,ligue-1,2010
AC Arles-Avignon,Franck Dja Djédjé,24,RW,RC Strasbourg Alsace,free transfer,In,ligue-1,2010
AC Arles-Avignon,Álvaro Mejía,28,CB,Real Murcia CF,free transfer,In,ligue-1,2010
AC Arles-Avignon,Fabien Laurenti,27,RB,RC Lens,free transfer,In,ligue-1,2010
AC Arles-Avignon,Bobo Balde,35,CB,Valenciennes FC,free transfer,In,ligue-1,2010
AC Arles-Avignon,Elamine Erbate,29,CB,Moghreb Tétouan,free transfer,In,ligue-1,2010
AC Arles-Avignon,Romain Rocchi,29,DM,Hapoel Tel Aviv,free transfer,In,ligue-1,2010
AC Arles-Avignon,Arnaud Torregrossa,21,GK,Perpignan Canet FC,free transfer,In,ligue-1,2010
AC Arles-Avignon,Chafik Najih,26,AM,Clermont Foot Auvergne 63,free transfer,In,ligue-1,2010
AC Arles-Avignon,Camel Meriem,30,AM,Aris Thessaloniki,free transfer,In,ligue-1,2010
AC Arles-Avignon,Hamer Bouazza,25,RW,Blackpool FC,free transfer,In,ligue-1,2010
AC Arles-Avignon,Angelos Basinas,34,DM,Portsmouth FC,free transfer,In,ligue-1,2010
AC Arles-Avignon,Yann Kermorgant,28,CF,Leicester City,loan transfer,In,ligue-1,2010
AC Arles-Avignon,Grégory Lorenzi,27,CB,Stade Brestois 29,loan transfer,In,ligue-1,2010
AC Arles-Avignon,Loïc Abenzoar,21,RB,Olympique Lyon B,loan transfer,In,ligue-1,2010
AC Arles-Avignon,Kamel Ghilas,26,SS,Hull City,loan transfer,In,ligue-1,2010
AC Arles-Avignon,Vincent Planté,29,GK,AS Saint-Étienne,loan transfer,In,ligue-1,2010
AC Arles-Avignon,Rémy Cabella,20,AM,Montpellier HSC,loan transfer,In,ligue-1,2010
AC Arles-Avignon,Johnathan,20,CF,Goiás EC,loan transfer,In,ligue-1,2010
AC Arles-Avignon,Jean-Alain Fanchone,21,LB,RC Strasbourg Alsace,loan transfer,In,ligue-1,2010
AC Arles-Avignon,Maurice Dalé,24,CF,Unirea Urziceni ( - 2011),€300k,Out,ligue-1,2010
AC Arles-Avignon,Elamine Erbate,29,CB,Raja Club Athletic,€200k,Out,ligue-1,2010
AC Arles-Avignon,Driss Himmes,26,AM,FC Martigues,free transfer,Out,ligue-1,2010
AC Arles-Avignon,Benjamin Psaume,25,RW,ESTAC Troyes,free transfer,Out,ligue-1,2010
AC Arles-Avignon,Andrea Schifano,18,CM,AFC Tubize,free transfer,Out,ligue-1,2010
AC Arles-Avignon,Yann Hubert,25,GK,JS Saint-Pierroise,free transfer,Out,ligue-1,2010
AC Arles-Avignon,Álvaro Mejía,28,CB,Konyaspor,free transfer,Out,ligue-1,2010
AC Arles-Avignon,Matthieu Sans,22,CB,SC Bastia,free transfer,Out,ligue-1,2010
AC Arles-Avignon,Romain Reynaud,27,CB,LB Châteauroux,free transfer,Out,ligue-1,2010
AC Arles-Avignon,Marvin Esor,20,RB,Clermont Foot Auvergne 63,free transfer,Out,ligue-1,2010
AC Arles-Avignon,Jean-Charles Cirilli,27,CB,Amiens SC,free transfer,Out,ligue-1,2010
AC Arles-Avignon,Victor Jouseau,20,Midfield,Gazélec Football Club Olympique Ajaccio,free transfer,Out,ligue-1,2010
AC Arles-Avignon,Chafik Najih,27,AM,US Boulogne,loan transfer,Out,ligue-1,2010
AC Arles-Avignon,Hamer Bouazza,25,RW,Millwall FC,loan transfer,Out,ligue-1,2010
AC Arles-Avignon,Anthony Guise,25,CF,Luzenac Ariège Pyrénées,loan transfer,Out,ligue-1,2010
AC Arles-Avignon,Romain Elie,25,CB,RSC Charleroi,loan transfer,Out,ligue-1,2010
AC Arles-Avignon,Angelos Basinas,34,DM,   Retired,-,Out,ligue-1,2010
AC Arles-Avignon,Angelos Charisteas,30,CF,Without Club,-,Out,ligue-1,2010
AC Arles-Avignon,Nicolas Hislen,27,DM,   Retired,-,Out,ligue-1,2010
AC Arles-Avignon,Jean-Christophe Vergerolle,24,LB,Without Club,-,Out,ligue-1,2010
AC Arles-Avignon,Benjamin Oliveras,29,LB,   Retired,-,Out,ligue-1,2010
AC Arles-Avignon,Ludovic Liron,32,CB,Without Club,-,Out,ligue-1,2010
AC Arles-Avignon,Ali Mathlouthi,23,RW,RC Strasbourg Alsace,"End of loan Jun 30, 2010",Out,ligue-1,2010
AC Arles-Avignon,Steve Pinau,22,AM,Genoa CFC,"End of loan Jun 30, 2010",Out,ligue-1,2010
AC Arles-Avignon,André Ayew,20,LW,Olympique Marseille,"End of loan Jun 30, 2010",Out,ligue-1,2010
Stade Brestois 29,Jonathan Ayité,25,CF,Nîmes Olympique,€1.00m,In,ligue-1,2010
Stade Brestois 29,Paul Baysse,22,CB,CS Sedan-Ardennes,€1.00m,In,ligue-1,2010
Stade Brestois 29,Tomas Micola,21,AM,FC Banik Ostrava,€750k,In,ligue-1,2010
Stade Brestois 29,Richard Soumah,23,LB,EA Guingamp,€500k,In,ligue-1,2010
Stade Brestois 29,Mario Licka,28,AM,FC Banik Ostrava,€250k,In,ligue-1,2010
Stade Brestois 29,Larsen Touré,26,RW,LOSC Lille,€200k,In,ligue-1,2010
Stade Brestois 29,Filippos Darlas,26,LB,Panathinaikos Athens,€100k,In,ligue-1,2010
Stade Brestois 29,Fodie Traoré,25,Midfield,US Quevilly,free transfer,In,ligue-1,2010
Stade Brestois 29,Gaëtan Deneuve,25,GK,LB Châteauroux,free transfer,In,ligue-1,2010
Stade Brestois 29,Granddi N'Goyi,22,DM,Paris Saint-Germain,loan transfer,In,ligue-1,2010
Stade Brestois 29,Johan Martial,19,CB,SC Bastia,loan transfer,In,ligue-1,2010
Stade Brestois 29,Eric Sitruk,32,RW,AS Vitré,free transfer,Out,ligue-1,2010
Stade Brestois 29,Simon Pontdemé,22,GK,AJ Auxerre,free transfer,Out,ligue-1,2010
Stade Brestois 29,Richard Pelletier,21,LB,Montreal Impact,free transfer,Out,ligue-1,2010
Stade Brestois 29,Benoît Leroy,27,AM,AS Cannes,free transfer,Out,ligue-1,2010
Stade Brestois 29,Richard Socrier,31,CF,AC Ajaccio,free transfer,Out,ligue-1,2010
Stade Brestois 29,Romain Thomas,22,CB,US Jeanne d'Arc Carquefou,free transfer,Out,ligue-1,2010
Stade Brestois 29,Cédric Fabien,28,LB,US Boulogne,free transfer,Out,ligue-1,2010
Stade Brestois 29,David Bouard,33,DM,Vannes OC,free transfer,Out,ligue-1,2010
Stade Brestois 29,Anthony Le Gall,25,AM,Montreal Impact,free transfer,Out,ligue-1,2010
Stade Brestois 29,Filippos Darlas,27,LB,Atromitos Athens,loan transfer,Out,ligue-1,2010
Stade Brestois 29,Grégory Lorenzi,27,CB,AC Arles-Avignon,loan transfer,Out,ligue-1,2010
Stade Brestois 29,Julien Lachuer,33,GK,   Retired,-,Out,ligue-1,2010
Stade Brestois 29,Fabien Laurenti,27,RB,RC Lens,"End of loan Jun 30, 2010",Out,ligue-1,2010
Valenciennes FC,Mathieu Dossevi,22,RW,Le Mans FC,€1.00m,In,ligue-1,2010
Valenciennes FC,Mamadou Samassa,24,CF,Olympique Marseille,€800k,In,ligue-1,2010
Valenciennes FC,Nicolas Pallois,22,CB,US Quevilly,free transfer,In,ligue-1,2010
Valenciennes FC,Guillaume Loriot,24,CM,Le Mans FC,free transfer,In,ligue-1,2010
Valenciennes FC,Vincent Aboubakar,18,CF,Coton Sport FC de Garoua,?,In,ligue-1,2010
Valenciennes FC,Christopher Mfuyi,21,CB,Servette FC,?,In,ligue-1,2010
Valenciennes FC,Steeven Langil,22,LW,AJ Auxerre,loan transfer,In,ligue-1,2010
Valenciennes FC,Fahid Ben Khalfallah,27,RW,FC Girondins Bordeaux,€4.50m,Out,ligue-1,2010
Valenciennes FC,Johan Audel,26,LW,VfB Stuttgart,€2.50m,Out,ligue-1,2010
Valenciennes FC,Siaka Tiéné,28,LB,Paris Saint-Germain,€1.50m,Out,ligue-1,2010
Valenciennes FC,Amara Bangoura,24,RM,Vannes OC,free transfer,Out,ligue-1,2010
Valenciennes FC,Jacques Abardonado,32,CB,Grenoble Foot 38,free transfer,Out,ligue-1,2010
Valenciennes FC,Bobo Balde,35,CB,AC Arles-Avignon,free transfer,Out,ligue-1,2010
Valenciennes FC,Seïd Khiter,25,RW,Stade Lavallois,free transfer,Out,ligue-1,2010
Valenciennes FC,Mody Traoré,30,RB,Le Havre AC,loan transfer,Out,ligue-1,2010
Valenciennes FC,Filip Sebo,26,CF,Without Club,-,Out,ligue-1,2010
Valenciennes FC,Guy Ndy Assembé,24,GK,FC Nantes,"End of loan Jun 30, 2010",Out,ligue-1,2010
Valenciennes FC,Mamadou Samassa,24,CF,Olympique Marseille,"End of loan Jun 30, 2010",Out,ligue-1,2010
SM Caen,Damien Marcq,21,CB,US Boulogne,€3.00m,In,ligue-1,2010
SM Caen,Romain Hamouma,23,CF,Stade Lavallois,€1.20m,In,ligue-1,2010
SM Caen,Branko Lazarevic,26,CB,OFK Beograd,free transfer,In,ligue-1,2010
SM Caen,Grégory Proment,32,DM,Antalyaspor,free transfer,In,ligue-1,2010
SM Caen,Yohan Mollo,20,RW,AS Monaco,loan transfer,In,ligue-1,2010
SM Caen,Kandia Traoré,29,CF,FC Sochaux-Montbéliard,?,In,ligue-1,2010
SM Caen,Grégory Proment,31,DM,Antalyaspor,free transfer,Out,ligue-1,2010
SM Caen,Nicolas Florentin,32,LW,Angers SCO,free transfer,Out,ligue-1,2010
SM Caen,Juan Eluchans,30,LB,CD Universidad Católica,free transfer,Out,ligue-1,2010
SM Caen,Mustapha Traoré,27,CB,USON Mondeville,free transfer,Out,ligue-1,2010
SM Caen,Julien Toudic,24,CF,Stade Reims,loan transfer,Out,ligue-1,2010
SM Caen,Livio Nabab,22,CF,Stade Lavallois,loan transfer,Out,ligue-1,2010
SM Caen,Guillaume Quellier,24,LM,Without Club,-,Out,ligue-1,2010
SM Caen,Steeven Langil,22,LW,AJ Auxerre,"End of loan Jun 30, 2010",Out,ligue-1,2010
SM Caen,Kandia Traoré,29,CF,FC Sochaux-Montbéliard,"End of loan Jun 30, 2010",Out,ligue-1,2010
AS Nancy-Lorraine,Marama Vahirua,30,SS,FC Lorient,free transfer,In,ligue-1,2010
AS Nancy-Lorraine,Alexandre Cuvillier,24,LM,US Boulogne,loan transfer,In,ligue-1,2010
AS Nancy-Lorraine,Ronan Le Crom,36,GK,Without Club,-,In,ligue-1,2010
AS Nancy-Lorraine,Issiar Dia,23,RW,Fenerbahce,€6.50m,Out,ligue-1,2010
AS Nancy-Lorraine,Chris Malonga,23,LW,AS Monaco,€1.30m,Out,ligue-1,2010
AS Nancy-Lorraine,Helder,22,RB,FC Dinamo 1948,Loan fee: €200k,Out,ligue-1,2010
AS Nancy-Lorraine,Helder,22,RB,FC Timisoara,Loan fee: €50k,Out,ligue-1,2010
AS Nancy-Lorraine,Abdeslam Ouaddou,31,CB,Lekhwiya Sports Club,free transfer,Out,ligue-1,2010
AS Nancy-Lorraine,Damián Macaluso,30,CB,Tiburones Rojos de Veracruz,free transfer,Out,ligue-1,2010
AS Nancy-Lorraine,Jean Calvé,26,RB,Sheffield United,loan transfer,Out,ligue-1,2010
AS Nancy-Lorraine,Bocundji Ca,23,DM,Tours FC,loan transfer,Out,ligue-1,2010
AS Nancy-Lorraine,Basile Camerling,23,CF,Without Club,-,Out,ligue-1,2010
AS Nancy-Lorraine,Johan Lapeyre,24,GK,Without Club,-,Out,ligue-1,2010
AS Nancy-Lorraine,Thomas Gaudu,23,GK,Without Club,-,Out,ligue-1,2010
AS Nancy-Lorraine,Gastón Curbelo,34,CF,   Retired,-,Out,ligue-1,2010
AS Nancy-Lorraine,Momar Faye,22,DM,Without Club,-,Out,ligue-1,2010
AS Nancy-Lorraine,Florian Marange,24,LB,FC Girondins Bordeaux,"End of loan Jun 30, 2010",Out,ligue-1,2010
AS Nancy-Lorraine,Cheick Diabaté,22,CF,FC Girondins Bordeaux,"End of loan Jun 30, 2010",Out,ligue-1,2010
AS Nancy-Lorraine,Floyd Ayité,21,LW,FC Girondins Bordeaux,"End of loan Jun 30, 2010",Out,ligue-1,2010
FC Lorient,Bruno Ecuele Manga,21,CB,Angers SCO,€2.50m,In,ligue-1,2010
FC Lorient,Lynel Kitambala,21,CF,AJ Auxerre,€1.50m,In,ligue-1,2010
FC Lorient,Lamine Koné,21,CB,LB Châteauroux,€1.00m,In,ligue-1,2010
FC Lorient,Alaixys Romao,26,DM,Grenoble Foot 38,€1.00m,In,ligue-1,2010
FC Lorient,Remi Mulumba,17,DM,Amiens SC B,free transfer,In,ligue-1,2010
FC Lorient,Mathias Autret,19,AM,Stade Brest 29 B,free transfer,In,ligue-1,2010
FC Lorient,Francis Coquelin,19,DM,Arsenal FC Reserves,loan transfer,In,ligue-1,2010
FC Lorient,Gilles Sunu,19,AM,Arsenal FC Reserves,loan transfer,In,ligue-1,2010
FC Lorient,Kévin Monnet-Paquet,22,LW,RC Lens,loan transfer,In,ligue-1,2010
FC Lorient,Pierre Ducasse,23,DM,FC Girondins Bordeaux,loan transfer,In,ligue-1,2010
FC Lorient,Laurent Koscielny,24,CB,Arsenal FC,€12.50m,Out,ligue-1,2010
FC Lorient,Benjamin Genton,30,CB,Le Havre AC,€300k,Out,ligue-1,2010
FC Lorient,Yazid Mansouri,32,CM,Al-Sailiya SC,free transfer,Out,ligue-1,2010
FC Lorient,Jonas Sakuwaha,27,RW,Al-Merrikh SC,free transfer,Out,ligue-1,2010
FC Lorient,Sylvain Marchal,30,CB,AS Saint-Étienne,free transfer,Out,ligue-1,2010
FC Lorient,Marama Vahirua,30,SS,AS Nancy-Lorraine,free transfer,Out,ligue-1,2010
FC Lorient,Maxime Barthelmé,21,LM,Paris FC,loan transfer,Out,ligue-1,2010
FC Lorient,Alban Joinel,31,GK,US Jeanne d'Arc Carquefou,loan transfer,Out,ligue-1,2010
FC Lorient,Sebastián Dubarbier,24,LB,CD Tenerife,loan transfer,Out,ligue-1,2010
FC Lorient,Gabriel Peñalba,25,CM,Club Estudiantes de La Plata,loan transfer,Out,ligue-1,2010
FC Lorient,Jonas Sakuwaha,27,RW,Le Havre AC,loan transfer,Out,ligue-1,2010
FC Lorient,Yaya Diané,21,CF,Without Club,-,Out,ligue-1,2010
LOSC Lille,Moussa Sow,24,CF,Stade Rennais FC,free transfer,In,ligue-1,2010
LOSC Lille,David Rozehnal,30,CB,Hamburger SV,loan transfer,In,ligue-1,2010
LOSC Lille,Robert Vittek,28,CF,MKE Ankaragücü,€2.10m,Out,ligue-1,2010
LOSC Lille,Larsen Touré,26,RW,Stade Brestois 29,€200k,Out,ligue-1,2010
LOSC Lille,Ricardo Costa,29,CB,Valencia CF,free transfer,Out,ligue-1,2010
LOSC Lille,Nicolas Plestan,29,CB,FC Schalke 04,free transfer,Out,ligue-1,2010
LOSC Lille,Nicolas Fauvergue,25,CF,CS Sedan-Ardennes,loan transfer,Out,ligue-1,2010
LOSC Lille,Ludovic Butelle,27,GK,Nîmes Olympique,loan transfer,Out,ligue-1,2010
LOSC Lille,Emil Lyng,21,LW,FC Nordsjaelland,loan transfer,Out,ligue-1,2010
LOSC Lille,Pierre-Emerick Aubameyang,21,CF,AC Milan,"End of loan Jun 30, 2010",Out,ligue-1,2010
Olympique Lyon,Yoann Gourcuff,24,AM,FC Girondins Bordeaux,€22.00m,In,ligue-1,2010
Olympique Lyon,Jimmy Briand,24,CF,Stade Rennais FC,€6.00m,In,ligue-1,2010
Olympique Lyon,Pape Diakhaté,26,CB,Dynamo Kyiv,Loan fee: €440k,In,ligue-1,2010
Olympique Lyon,Jean Makoun,27,DM,Aston Villa,€6.20m,Out,ligue-1,2010
Olympique Lyon,Mathieu Bodmer,27,DM,Paris Saint-Germain,€2.50m,Out,ligue-1,2010
Olympique Lyon,Frédéric Piquionne,31,CF,West Ham United,€1.20m,Out,ligue-1,2010
Olympique Lyon,Jean-Alain Boumsong,30,CB,Panathinaikos Athens,€915k,Out,ligue-1,2010
Olympique Lyon,Sidney Govou,30,RW,Panathinaikos Athens,free transfer,Out,ligue-1,2010
Olympique Lyon,Nicolas Seguin,20,CB,Dijon FCO,loan transfer,Out,ligue-1,2010
Olympique Lyon,Yannis Tafer,19,RM,FC Toulouse,loan transfer,Out,ligue-1,2010
Olympique Lyon,François Clerc,27,RB,Without Club,-,Out,ligue-1,2010
Olympique Lyon,Anderson,30,CB,Without Club,-,Out,ligue-1,2010
Montpellier HSC,Olivier Giroud,23,CF,Tours FC,€2.00m,In,ligue-1,2010
Montpellier HSC,Marco Estrada,27,DM,Club Universidad de Chile,€1.00m,In,ligue-1,2010
Montpellier HSC,Garry Bocaly,22,RB,Olympique Marseille,€800k,In,ligue-1,2010
Montpellier HSC,John Utaka,29,LW,Portsmouth FC,€500k,In,ligue-1,2010
Montpellier HSC,Hasan Kabze,28,CF,Rubin Kazan,free transfer,In,ligue-1,2010
Montpellier HSC,Víctor Montaño,26,CF,Stade Rennais FC,€6.50m,Out,ligue-1,2010
Montpellier HSC,Tino Costa,25,CM,Valencia CF,€6.50m,Out,ligue-1,2010
Montpellier HSC,Johann Carrasso,22,GK,Stade Rennais FC,€1.00m,Out,ligue-1,2010
Montpellier HSC,Lilian Compan,33,CF,AS Cannes,free transfer,Out,ligue-1,2010
Montpellier HSC,Rémy Cabella,20,AM,AC Arles-Avignon,loan transfer,Out,ligue-1,2010
Montpellier HSC,Anthony Scribe,22,GK,UJA Alfortville,loan transfer,Out,ligue-1,2010
Montpellier HSC,Romain Armand,23,CF,AS Cannes,loan transfer,Out,ligue-1,2010
Montpellier HSC,Grégory Lacombe,29,RW,AS Monaco,loan transfer,Out,ligue-1,2010
Montpellier HSC,Mourad Benhamida,24,RB,Without Club,-,Out,ligue-1,2010
Montpellier HSC,Nicolas Sahnoun,29,DM,   Retired,-,Out,ligue-1,2010
Montpellier HSC,Julio Colombo,26,CB,   Retired,-,Out,ligue-1,2010
Montpellier HSC,Philippe Delaye,35,Midfield,   Retired,-,Out,ligue-1,2010
Montpellier HSC,Garry Bocaly,22,RB,Olympique Marseille,"End of loan Jun 30, 2010",Out,ligue-1,2010
FC Girondins Bordeaux,Fahid Ben Khalfallah,27,RW,Valenciennes FC,€4.50m,In,ligue-1,2010
FC Girondins Bordeaux,Anthony Modeste,22,CF,OGC Nice,€3.50m,In,ligue-1,2010
FC Girondins Bordeaux,Vujadin Savic,20,CB,Red Star Belgrade,€1.50m,In,ligue-1,2010
FC Girondins Bordeaux,André Felipe,20,CF,Dynamo Kyiv,Loan fee: €500k,In,ligue-1,2010
FC Girondins Bordeaux,Moussa Maazou,22,CF,CSKA Moscow,Loan fee: €500k,In,ligue-1,2010
FC Girondins Bordeaux,Azbe Jug,18,GK,NK Interblock Ljubljana,?,In,ligue-1,2010
FC Girondins Bordeaux,Yoann Gourcuff,24,AM,Olympique Lyon,€22.00m,Out,ligue-1,2010
FC Girondins Bordeaux,Marouane Chamakh,26,CF,Arsenal FC,free transfer,Out,ligue-1,2010
FC Girondins Bordeaux,Wilfried Moimbé,21,LB,Tours FC,free transfer,Out,ligue-1,2010
FC Girondins Bordeaux,Diego Placente,33,LB,CA San Lorenzo de Almagro,free transfer,Out,ligue-1,2010
FC Girondins Bordeaux,Paul Lasne,21,DM,AC Ajaccio,loan transfer,Out,ligue-1,2010
FC Girondins Bordeaux,Grégory Sertic,21,DM,RC Lens,loan transfer,Out,ligue-1,2010
FC Girondins Bordeaux,Matthieu Saunier,20,CB,ESTAC Troyes,loan transfer,Out,ligue-1,2010
FC Girondins Bordeaux,Fernando Cavenaghi,26,CF,RCD Mallorca,loan transfer,Out,ligue-1,2010
FC Girondins Bordeaux,Abdou Traoré,22,CM,OGC Nice,loan transfer,Out,ligue-1,2010
FC Girondins Bordeaux,David Bellion,28,CF,OGC Nice,loan transfer,Out,ligue-1,2010
FC Girondins Bordeaux,Henri Saivet,20,AM,Angers SCO,loan transfer,Out,ligue-1,2010
FC Girondins Bordeaux,Fernando Cavenaghi,27,CF,Sport Club Internacional,loan transfer,Out,ligue-1,2010
FC Girondins Bordeaux,Pierre Ducasse,23,DM,FC Lorient,loan transfer,Out,ligue-1,2010
FC Girondins Bordeaux,Franck Jurietti,35,LB,   Retired,-,Out,ligue-1,2010
FC Girondins Bordeaux,Moussa Maazou,22,CF,CSKA Moscow,"End of loan Jan 18, 2011",Out,ligue-1,2010
FC Sochaux-Montbéliard,Modibo Maïga,22,CF,Le Mans FC,€3.00m,In,ligue-1,2010
FC Sochaux-Montbéliard,David Sauget,30,LB,Grenoble Foot 38,€300k,In,ligue-1,2010
FC Sochaux-Montbéliard,Kévin Anin,23,CM,Le Havre AC,free transfer,In,ligue-1,2010
FC Sochaux-Montbéliard,Stéphane Dalmat,31,AM,Stade Rennais FC,€1.50m,Out,ligue-1,2010
FC Sochaux-Montbéliard,Bojan Jokic,24,LB,Chievo Verona,€1.00m,Out,ligue-1,2010
FC Sochaux-Montbéliard,Robin Previtali,23,AM,Naval 1º de Maio,free transfer,Out,ligue-1,2010
FC Sochaux-Montbéliard,Ivan Stevanovic,27,RB,FK Partizan Belgrade,loan transfer,Out,ligue-1,2010
FC Sochaux-Montbéliard,Sloan Privat,20,CF,Clermont Foot Auvergne 63,loan transfer,Out,ligue-1,2010
FC Sochaux-Montbéliard,Vaclav Sverkos,27,CF,Panionios Athens,loan transfer,Out,ligue-1,2010
FC Sochaux-Montbéliard,Frédéric Duplus,20,RB,Vannes OC,loan transfer,Out,ligue-1,2010
FC Sochaux-Montbéliard,Charlie Davies,24,CF,D.C. United,loan transfer,Out,ligue-1,2010
FC Sochaux-Montbéliard,Kandia Traoré,29,CF,SM Caen,?,Out,ligue-1,2010
FC Sochaux-Montbéliard,Benjamin Gavanon,29,CM,AS Nancy-Lorraine,"End of loan Jun 30, 2010",Out,ligue-1,2010
AS Saint-Étienne,Guirane N'Daw,26,DM,FC Nantes,€3.00m,In,ligue-1,2010
AS Saint-Étienne,Yoric Ravet,21,RW,Grenoble Foot 38,€600k,In,ligue-1,2010
AS Saint-Étienne,Alejandro Alonso,28,RM,AS Monaco,€200k,In,ligue-1,2010
AS Saint-Étienne,Carlos Bocanegra,31,CB,Stade Rennais FC,€125k,In,ligue-1,2010
AS Saint-Étienne,Albin Ebondo,26,RB,FC Toulouse,free transfer,In,ligue-1,2010
AS Saint-Étienne,Laurent Batlles,34,CM,Grenoble Foot 38,free transfer,In,ligue-1,2010
AS Saint-Étienne,Sylvain Marchal,30,CB,FC Lorient,free transfer,In,ligue-1,2010
AS Saint-Étienne,Pierre-Emerick Aubameyang,21,CF,AC Milan,loan transfer,In,ligue-1,2010
AS Saint-Étienne,Augusto Fernández,24,CM,CA Vélez Sarsfield,€2.75m,Out,ligue-1,2010
AS Saint-Étienne,Yohan Benalouane,23,CB,AC Cesena,€1.10m,Out,ligue-1,2010
AS Saint-Étienne,Kevin Mirallas,22,AM,Olympiacos Piraeus,Loan fee: €900k,Out,ligue-1,2010
AS Saint-Étienne,Gelson Fernandes,23,DM,Chievo Verona,Loan fee: €500k,Out,ligue-1,2010
AS Saint-Étienne,Stathis Tavlaridis,30,CB,AE Larisa,free transfer,Out,ligue-1,2010
AS Saint-Étienne,Mouhamadou Dabo,23,RB,Sevilla FC,free transfer,Out,ligue-1,2010
AS Saint-Étienne,Helton Dos Reis,22,CB,Grenoble Foot 38,free transfer,Out,ligue-1,2010
AS Saint-Étienne,Cédric Varrault,30,CB,Panionios Athens,free transfer,Out,ligue-1,2010
AS Saint-Étienne,Maodomalick Faye,22,CF,SO Chambéry,free transfer,Out,ligue-1,2010
AS Saint-Étienne,Vincent Planté,29,GK,AC Arles-Avignon,loan transfer,Out,ligue-1,2010
AS Saint-Étienne,Guirane N'Daw,26,DM,Real Zaragoza,loan transfer,Out,ligue-1,2010
AS Saint-Étienne,Gonzalo Bergessio,26,CF,Calcio Catania,loan transfer,Out,ligue-1,2010
AS Saint-Étienne,Yohan Hautcoeur,28,CM,Without Club,-,Out,ligue-1,2010
AS Saint-Étienne,Sébastien Grax,26,CF,Without Club,-,Out,ligue-1,2010
AS Saint-Étienne,Pape Diakhaté,26,CB,Dynamo Kyiv,"End of loan Jun 30, 2010",Out,ligue-1,2010
AS Saint-Étienne,Guirane N'Daw,26,DM,FC Nantes,"End of loan Jun 30, 2010",Out,ligue-1,2010
Paris Saint-Germain,Nenê,28,AM,AS Monaco,€5.00m,In,ligue-1,2010
Paris Saint-Germain,Mathieu Bodmer,27,DM,Olympique Lyon,€2.50m,In,ligue-1,2010
Paris Saint-Germain,Siaka Tiéné,28,LB,Valenciennes FC,€1.50m,In,ligue-1,2010
Paris Saint-Germain,Stéphane Sessègnon,26,AM,Sunderland AFC,€7.00m,Out,ligue-1,2010
Paris Saint-Germain,Maxime Partouche,20,AM,Panionios Athens,free transfer,Out,ligue-1,2010
Paris Saint-Germain,Albert Baning,25,DM,Maccabi Tel Aviv,free transfer,Out,ligue-1,2010
Paris Saint-Germain,Granddi N'Goyi,22,DM,Stade Brestois 29,loan transfer,Out,ligue-1,2010
